frame,x,y,w,h,cx,cy
243,455,173,21,15,465,180
243,528,170,22,16,539,178
243,244,102,16,16,252,110
244,271,290,13,12,277,296
244,383,248,14,14,390,255
244,244,246,18,17,253,254
244,48,176,22,14,59,183
244,170,174,21,16,180,182
244,455,173,21,15,465,180
244,528,170,22,16,539,178
244,244,102,16,16,252,110
245,272,290,12,12,278,296
245,383,248,14,14,390,255
245,244,246,18,17,253,254
245,48,176,22,14,59,183
245,170,174,21,16,180,182
245,455,173,21,15,465,180
245,528,170,22,16,539,178
245,244,102,16,16,252,110
246,272,290,12,12,278,296
246,383,248,14,14,390,255
246,244,246,18,17,253,254
246,48,176,22,14,59,183
246,170,174,21,16,180,182
246,455,173,21,15,465,180
246,528,170,22,16,539,178
246,244,102,16,16,252,110
247,272,290,12,12,278,296
247,383,248,14,14,390,255
247,244,246,18,17,253,254
247,48,176,22,14,59,183
247,170,174,21,16,180,182
247,455,173,21,15,465,180
247,528,170,22,16,539,178
247,244,102,16,16,252,110
248,272,290,12,12,278,296
248,383,248,14,14,390,255
248,244,246,18,17,253,254
248,48,176,22,14,59,183
248,170,174,21,16,180,182
248,455,173,21,15,465,180
248,528,170,22,16,539,178
248,244,102,16,16,252,110
249,272,290,12,12,278,296
249,383,248,14,14,390,255
249,244,246,18,17,253,254
249,48,176,22,14,59,183
249,170,174,21,16,180,182
249,455,173,21,15,465,180
249,528,170,22,16,539,178
249,244,102,16,16,252,110
250,272,290,12,12,278,296
250,383,248,14,14,390,255
250,244,246,18,17,253,254
250,48,176,22,14,59,183
250,170,174,21,16,180,182
250,455,173,21,15,465,180
250,528,170,22,16,539,178
250,244,102,16,16,252,110
251,272,290,12,12,278,296
251,383,248,14,14,390,255
251,244,246,18,17,253,254
251,48,176,22,14,59,183
251,170,174,21,16,180,182
251,455,173,21,15,465,180
251,528,170,22,16,539,178
251,244,102,16,16,252,110
252,272,290,12,12,278,296
252,383,248,14,14,390,255
252,244,246,18,17,253,254
252,48,176,22,14,59,183
252,170,174,21,16,180,182
252,455,173,21,15,465,180
252,528,170,22,16,539,178
252,244,102,16,16,252,110
253,272,290,12,12,278,296
253,383,248,14,14,390,255
253,244,246,18,17,253,254
253,48,176,22,14,59,183
253,170,174,21,16,180,182
253,455,173,21,15,465,180
253,528,170,22,16,539,178
253,244,102,16,16,252,110
254,272,290,12,12,278,296
254,383,248,14,14,390,255
254,244,246,18,17,253,254
254,48,176,22,14,59,183
254,170,174,21,16,180,182
254,455,173,21,15,465,180
254,528,170,22,16,539,178
254,244,102,16,16,252,110
255,272,290,12,12,278,296
255,383,248,14,14,390,255
255,244,246,18,17,253,254
255,48,176,22,14,59,183
255,170,174,21,16,180,182
255,455,173,21,15,465,180
255,528,170,22,16,539,178
255,244,102,16,16,252,110
256,272,290,12,12,278,296
256,383,248,14,14,390,255
256,244,246,18,17,253,254
256,48,176,22,14,59,183
256,170,174,21,16,180,182
256,455,173,21,15,465,180
256,528,170,22,16,539,178
256,244,102,16,16,252,110
257,272,290,12,12,278,296
257,383,248,14,14,390,255
257,244,246,18,17,253,254
257,48,176,22,14,59,183
257,170,174,21,16,180,182
257,455,173,21,15,465,180
257,528,170,22,16,539,178
257,244,102,16,16,252,110
258,271,290,13,12,277,296
258,383,248,14,14,390,255
258,244,246,18,17,253,254
258,48,176,22,14,59,183
258,170,174,21,16,180,182
258,455,173,21,15,465,180
258,528,170,22,16,539,178
258,244,102,16,16,252,110
259,271,290,13,12,277,296
259,383,248,14,14,390,255
259,244,246,18,17,253,254
259,48,176,22,14,59,183
259,170,174,21,16,180,182
259,455,173,21,15,465,180
259,528,170,22,16,539,178
259,244,102,16,16,252,110
260,271,290,13,12,277,296
260,383,248,14,14,390,255
260,244,246,18,17,253,254
260,48,176,22,14,59,183
260,170,174,21,16,180,182
260,455,173,21,15,465,180
260,528,170,22,16,539,178
260,244,102,16,16,252,110
261,271,290,13,12,277,296
261,383,248,14,14,390,255
261,244,246,18,17,253,254
261,48,176,22,14,59,183
261,170,174,21,16,180,182
261,455,173,21,15,465,180
261,528,170,22,16,539,178
261,244,102,16,16,252,110
262,271,290,13,12,277,296
262,383,248,14,14,390,255
262,244,246,18,17,253,254
262,48,176,22,14,59,183
262,170,174,21,16,180,182
262,455,173,21,15,465,180
262,528,170,22,16,539,178
262,244,102,16,16,252,110
263,271,290,13,12,277,296
263,383,248,14,14,390,255
263,244,246,18,17,253,254
263,48,176,22,14,59,183
263,170,174,21,16,180,182
263,455,173,21,15,465,180
263,528,170,22,16,539,178
263,244,102,16,16,252,110
264,271,290,13,12,277,296
264,383,248,14,14,390,255
264,244,246,18,17,253,254
264,48,176,22,14,59,183
264,170,174,21,16,180,182
264,455,173,21,15,465,180
264,528,170,22,16,539,178
264,244,102,16,16,252,110
264,23,314,26,25,36,326
265,271,290,13,12,277,296
265,383,248,14,14,390,255
265,244,246,18,17,253,254
265,48,176,22,14,59,183
265,170,174,21,16,180,182
265,455,173,21,15,465,180
265,528,170,22,16,539,178
265,244,102,16,16,252,110
266,271,290,13,12,277,296
266,383,248,14,14,390,255
266,244,246,18,17,253,254
266,48,176,22,14,59,183
266,170,174,21,16,180,182
266,455,173,21,15,465,180
266,528,170,22,16,539,178
266,244,102,16,16,252,110
267,271,290,13,12,277,296
267,383,248,14,14,390,255
267,244,246,18,17,253,254
267,48,176,22,14,59,183
267,170,174,21,16,180,182
267,455,173,21,15,465,180
267,528,170,22,16,539,178
267,244,102,16,16,252,110
268,271,290,13,12,277,296
268,383,248,14,14,390,255
268,244,246,18,17,253,254
268,48,176,22,14,59,183
268,170,174,21,16,180,182
268,455,173,21,15,465,180
268,528,170,22,16,539,178
268,244,102,16,16,252,110
269,271,290,13,12,277,296
269,383,248,14,14,390,255
269,244,246,18,17,253,254
269,48,176,22,14,59,183
269,170,174,21,16,180,182
269,455,173,21,15,465,180
269,528,170,22,16,539,178
269,244,102,16,16,252,110
270,271,290,13,12,277,296
270,383,248,14,14,390,255
270,244,246,18,17,253,254
270,48,176,22,14,59,183
270,170,174,21,16,180,182
270,455,173,21,15,465,180
270,528,170,22,16,539,178
270,244,102,16,16,252,110
270,35,44,16,12,43,50
271,271,290,13,12,277,296
271,383,248,14,14,390,255
271,244,246,18,17,253,254
271,48,176,22,14,59,183
271,170,174,21,16,180,182
271,455,173,21,15,465,180
271,528,170,22,16,539,178
271,244,102,16,16,252,110
271,0,276,8,15,4,283
272,271,290,13,12,277,296
272,383,248,14,14,390,255
272,244,246,18,17,253,254
272,48,176,22,14,59,183
272,170,174,21,16,180,182
272,455,173,21,15,465,180
272,528,170,22,16,539,178
272,244,102,16,16,252,110
273,92,340,16,10,100,345
273,271,290,13,12,277,296
273,383,248,14,14,390,255
273,244,246,18,17,253,254
273,48,176,22,14,59,183
273,170,174,21,16,180,182
273,455,173,21,15,465,180
273,528,170,22,16,539,178
273,244,102,16,16,252,110
274,92,340,16,10,100,345
274,271,290,13,12,277,296
274,383,248,14,14,390,255
274,244,246,18,17,253,254
274,48,176,22,14,59,183
274,170,174,21,16,180,182
274,455,173,21,15,465,180
274,528,170,22,16,539,178
274,244,102,16,16,252,110
275,92,340,16,10,100,345
275,271,290,13,12,277,296
275,383,248,14,14,390,255
275,244,246,18,17,253,254
275,48,176,22,14,59,183
275,170,174,21,16,180,182
275,455,173,21,15,465,180
275,528,170,22,16,539,178
275,244,102,16,16,252,110
276,92,340,16,10,100,345
276,271,290,13,12,277,296
276,383,248,14,14,390,255
276,244,246,18,17,253,254
276,48,176,22,14,59,183
276,170,174,21,16,180,182
276,455,173,21,15,465,180
276,528,170,22,16,539,178
276,244,102,16,16,252,110
277,92,340,16,10,100,345
277,271,290,13,12,277,296
277,383,248,14,14,390,255
277,244,246,18,17,253,254
277,48,176,22,14,59,183
277,170,174,21,16,180,182
277,455,173,21,15,465,180
277,528,170,22,16,539,178
277,244,102,16,16,252,110
278,92,340,16,10,100,345
278,271,290,13,12,277,296
278,383,248,14,14,390,255
278,244,246,18,17,253,254
278,48,176,22,14,59,183
278,170,174,21,16,180,182
278,455,173,21,15,465,180
278,528,170,22,16,539,178
278,244,102,16,16,252,110
279,92,340,16,10,100,345
279,271,290,13,12,277,296
279,383,248,14,14,390,255
279,244,246,18,17,253,254
279,48,176,22,14,59,183
279,170,174,21,16,180,182
279,455,173,21,15,465,180
279,528,170,22,16,539,178
279,244,102,16,16,252,110
280,271,289,13,13,277,295
280,383,248,14,14,390,255
280,244,246,18,17,253,254
280,48,176,22,14,59,183
280,170,174,21,16,180,182
280,455,173,21,15,465,180
280,528,170,22,16,539,178
280,244,102,16,16,252,110
281,271,289,13,13,277,295
281,244,246,18,17,253,254
281,48,176,22,14,59,183
281,170,174,21,16,180,182
281,455,173,21,15,465,180
281,528,170,22,16,539,178
281,244,102,16,16,252,110
282,271,289,13,13,277,295
282,383,248,14,14,390,255
282,244,246,18,17,253,254
282,48,176,22,14,59,183
282,170,174,21,16,180,182
282,455,173,21,15,465,180
282,528,170,22,16,539,178
282,244,102,16,16,252,110
283,271,289,13,13,277,295
283,244,246,18,17,253,254
283,48,176,22,14,59,183
283,170,174,21,16,180,182
283,455,173,21,15,465,180
283,528,170,22,16,539,178
283,244,102,16,16,252,110
284,271,289,13,13,277,295
284,383,248,14,14,390,255
284,244,246,18,17,253,254
284,48,176,22,14,59,183
284,170,174,21,16,180,182
284,455,173,21,15,465,180
284,528,170,22,16,539,178
284,244,102,16,16,252,110
285,271,289,13,13,277,295
285,383,248,14,14,390,255
285,244,246,18,17,253,254
285,48,176,22,14,59,183
285,170,174,21,16,180,182
285,455,173,21,15,465,180
285,528,170,22,16,539,178
285,244,102,16,16,252,110
286,271,289,13,13,277,295
286,383,248,14,14,390,255
286,244,246,18,17,253,254
286,48,176,22,14,59,183
286,170,174,21,16,180,182
286,455,173,21,15,465,180
286,528,170,22,16,539,178
286,244,102,16,16,252,110
287,271,289,13,13,277,295
287,383,248,14,14,390,255
287,244,246,18,17,253,254
287,48,176,22,14,59,183
287,170,174,21,16,180,182
287,455,173,21,15,465,180
287,528,170,22,16,539,178
287,244,102,16,16,252,110
288,271,289,13,13,277,295
288,383,248,14,14,390,255
288,244,246,18,17,253,254
288,48,176,22,14,59,183
288,170,174,21,16,180,182
288,455,173,21,15,465,180
288,528,170,22,16,539,178
288,244,102,16,16,252,110
289,271,289,13,13,277,295
289,383,248,14,14,390,255
289,244,246,18,17,253,254
289,48,176,22,14,59,183
289,170,174,21,16,180,182
289,455,173,21,15,465,180
289,528,170,22,16,539,178
289,244,102,16,16,252,110
290,271,289,13,13,277,295
290,383,248,14,14,390,255
290,244,246,18,17,253,254
290,48,176,22,14,59,183
290,170,174,21,16,180,182
290,455,173,21,15,465,180
290,528,170,22,16,539,178
290,244,102,16,16,252,110
291,271,289,13,13,277,295
291,383,248,14,14,390,255
291,244,246,18,17,253,254
291,48,176,22,14,59,183
291,170,174,21,16,180,182
291,455,173,21,15,465,180
291,528,170,22,16,539,178
291,244,102,16,16,252,110
292,271,289,13,13,277,295
292,383,248,14,14,390,255
292,244,246,18,17,253,254
292,48,176,22,14,59,183
292,170,174,21,16,180,182
292,455,173,21,15,465,180
292,528,170,22,16,539,178
292,244,102,16,16,252,110
293,271,289,13,13,277,295
293,383,248,14,14,390,255
293,244,246,18,17,253,254
293,48,176,22,14,59,183
293,170,174,21,16,180,182
293,455,173,21,15,465,180
293,528,170,22,16,539,178
293,244,102,16,16,252,110
294,271,289,13,13,277,295
294,383,248,14,14,390,255
294,244,246,18,17,253,254
294,48,176,22,14,59,183
294,170,174,21,16,180,182
294,455,173,21,15,465,180
294,528,170,22,16,539,178
294,244,102,16,16,252,110
295,271,289,13,13,277,295
295,383,248,14,14,390,255
295,244,246,18,17,253,254
295,48,176,22,14,59,183
295,170,174,21,16,180,182
295,455,173,21,15,465,180
295,528,170,22,16,539,178
295,244,102,16,16,252,110
296,271,289,13,13,277,295
296,383,248,14,14,390,255
296,244,246,18,17,253,254
296,48,176,22,14,59,183
296,170,174,21,16,180,182
296,455,173,21,15,465,180
296,528,170,22,16,539,178
296,244,102,16,16,252,110
297,271,289,13,13,277,295
297,383,248,14,14,390,255
297,244,246,18,17,253,254
297,48,176,22,14,59,183
297,170,174,21,16,180,182
297,455,173,21,15,465,180
297,528,170,22,16,539,178
297,244,102,16,16,252,110
298,271,289,13,13,277,295
298,383,248,14,14,390,255
298,244,246,18,17,253,254
298,48,176,22,14,59,183
298,170,174,21,16,180,182
298,455,173,21,15,465,180
298,528,170,22,16,539,178
298,244,102,16,16,252,110
299,271,289,13,13,277,295
299,383,248,14,14,390,255
299,244,246,18,17,253,254
299,48,176,22,14,59,183
299,170,174,21,16,180,182
299,455,173,21,15,465,180
299,528,170,22,16,539,178
299,244,102,16,16,252,110
300,271,289,13,13,277,295
300,383,248,14,14,390,255
300,244,246,18,17,253,254
300,48,176,22,14,59,183
300,170,174,21,16,180,182
300,455,173,21,15,465,180
300,528,170,22,16,539,178
300,244,102,16,16,252,110
301,271,289,13,13,277,295
301,383,248,14,14,390,255
301,244,246,18,17,253,254
301,48,176,22,14,59,183
301,170,174,21,16,180,182
301,455,173,21,15,465,180
301,528,170,22,16,539,178
301,244,102,16,16,252,110
302,271,289,13,13,277,295
302,383,248,14,14,390,255
302,244,246,18,17,253,254
302,48,176,22,14,59,183
302,170,174,21,16,180,182
302,455,173,21,15,465,180
302,528,170,22,16,539,178
302,244,102,16,16,252,110
303,271,289,13,13,277,295
303,383,248,14,14,390,255
303,244,246,18,17,253,254
303,48,176,22,14,59,183
303,170,174,21,16,180,182
303,455,173,21,15,465,180
303,528,170,22,16,539,178
303,244,102,16,16,252,110
304,271,289,13,13,277,295
304,383,248,14,14,390,255
304,244,246,18,17,253,254
304,48,176,22,14,59,183
304,170,174,21,16,180,182
304,455,173,21,15,465,180
304,528,170,22,16,539,178
304,244,102,16,16,252,110
305,271,289,13,13,277,295
305,383,248,14,14,390,255
305,244,246,18,17,253,254
305,48,176,22,14,59,183
305,170,174,21,16,180,182
305,455,173,21,15,465,180
305,528,170,22,16,539,178
305,244,102,16,16,252,110
306,271,289,13,13,277,295
306,383,248,14,14,390,255
306,244,246,18,17,253,254
306,48,176,22,14,59,183
306,170,174,21,16,180,182
306,455,173,21,15,465,180
306,528,170,22,16,539,178
306,244,102,16,16,252,110
307,271,289,13,13,277,295
307,383,248,14,14,390,255
307,244,246,18,17,253,254
307,48,176,22,14,59,183
307,170,174,21,16,180,182
307,455,173,21,15,465,180
307,528,170,22,16,539,178
307,244,102,16,16,252,110
308,271,289,13,13,277,295
308,383,248,14,14,390,255
308,244,246,18,17,253,254
308,48,176,22,14,59,183
308,170,174,21,16,180,182
308,455,173,21,15,465,180
308,528,170,22,16,539,178
308,244,102,16,16,252,110
309,271,289,13,13,277,295
309,383,248,14,14,390,255
309,244,246,18,17,253,254
309,48,176,22,14,59,183
309,170,174,21,16,180,182
309,455,173,21,15,465,180
309,528,170,22,16,539,178
309,244,102,16,16,252,110
310,271,289,13,13,277,295
310,383,248,14,14,390,255
310,244,246,18,17,253,254
310,48,176,22,14,59,183
310,170,174,21,16,180,182
310,455,173,21,15,465,180
310,528,170,22,16,539,178
310,244,102,16,16,252,110
311,271,289,13,13,277,295
311,383,248,14,14,390,255
311,244,246,18,17,253,254
311,48,176,22,14,59,183
311,170,174,21,16,180,182
311,455,173,21,15,465,180
311,528,170,22,16,539,178
311,244,102,16,16,252,110
312,271,289,13,13,277,295
312,383,248,14,14,390,255
312,244,246,18,17,253,254
312,48,176,22,14,59,183
312,170,174,21,16,180,182
312,455,173,21,15,465,180
312,528,170,22,16,539,178
312,244,102,16,16,252,110
313,271,289,13,13,277,295
313,383,248,14,14,390,255
313,244,246,18,17,253,254
313,48,176,22,14,59,183
313,170,174,21,16,180,182
313,455,173,21,15,465,180
313,528,170,22,16,539,178
313,244,102,16,16,252,110
314,271,289,13,13,277,295
314,383,248,14,14,390,255
314,244,246,18,17,253,254
314,48,176,22,14,59,183
314,170,174,21,16,180,182
314,455,173,21,15,465,180
314,528,170,22,16,539,178
314,244,102,16,16,252,110
315,271,289,13,13,277,295
315,383,248,14,14,390,255
315,244,246,18,17,253,254
315,48,176,22,14,59,183
315,170,174,21,16,180,182
315,455,173,21,15,465,180
315,528,170,22,16,539,178
315,244,102,16,16,252,110
316,271,289,13,13,277,295
316,383,248,14,14,390,255
316,244,246,18,17,253,254
316,48,176,22,14,59,183
316,170,174,21,16,180,182
316,455,173,21,15,465,180
316,528,170,22,16,539,178
316,244,102,16,16,252,110
317,271,289,13,13,277,295
317,383,248,14,14,390,255
317,244,246,18,17,253,254
317,48,176,22,14,59,183
317,170,174,21,16,180,182
317,455,173,21,15,465,180
317,528,170,22,16,539,178
317,244,102,16,16,252,110
318,271,289,13,13,277,295
318,383,248,14,14,390,255
318,244,246,18,17,253,254
318,48,176,22,14,59,183
318,170,174,21,16,180,182
318,455,173,21,15,465,180
318,528,170,22,16,539,178
318,244,102,16,16,252,110
319,271,289,13,13,277,295
319,383,248,14,14,390,255
319,244,246,18,17,253,254
319,48,176,22,14,59,183
319,170,174,21,16,180,182
319,455,173,21,15,465,180
319,528,170,22,16,539,178
319,244,102,16,16,252,110
320,270,289,14,14,277,296
320,244,246,18,17,253,254
320,48,176,22,14,59,183
320,455,174,21,14,465,181
320,170,174,20,16,180,182
320,528,170,22,16,539,178
320,244,102,16,16,252,110
321,270,289,14,14,277,296
321,244,246,18,17,253,254
321,48,176,22,14,59,183
321,455,174,21,14,465,181
321,170,174,20,16,180,182
321,528,170,22,16,539,178
321,244,102,16,16,252,110
322,270,289,14,14,277,296
322,244,246,18,17,253,254
322,48,176,22,14,59,183
322,455,174,21,14,465,181
322,170,174,20,16,180,182
322,528,170,22,16,539,178
322,244,102,16,16,252,110
323,270,289,14,14,277,296
323,244,246,18,17,253,254
323,48,176,22,14,59,183
323,455,174,21,14,465,181
323,170,174,20,16,180,182
323,528,170,22,16,539,178
323,244,102,16,16,252,110
324,270,289,14,14,277,296
324,244,246,18,17,253,254
324,48,176,22,14,59,183
324,455,174,21,14,465,181
324,170,174,20,16,180,182
324,528,170,22,16,539,178
324,244,102,16,16,252,110
325,270,289,14,14,277,296
325,244,246,18,17,253,254
325,48,176,22,14,59,183
325,455,174,21,14,465,181
325,170,174,20,16,180,182
325,528,170,22,16,539,178
325,244,102,16,16,252,110
326,270,289,14,14,277,296
326,244,246,18,17,253,254
326,48,176,22,14,59,183
326,455,174,21,14,465,181
326,170,174,20,16,180,182
326,528,170,22,16,539,178
326,244,102,16,16,252,110
327,270,289,14,14,277,296
327,244,246,18,17,253,254
327,48,176,22,14,59,183
327,455,174,21,14,465,181
327,170,174,20,16,180,182
327,528,170,22,16,539,178
327,244,102,16,16,252,110
328,270,289,14,14,277,296
328,244,246,18,17,253,254
328,48,176,22,14,59,183
328,455,174,21,14,465,181
328,170,174,20,16,180,182
328,528,170,22,16,539,178
328,244,102,16,16,252,110
329,270,289,14,14,277,296
329,244,246,18,17,253,254
329,48,176,22,14,59,183
329,455,174,21,14,465,181
329,170,174,20,16,180,182
329,528,170,22,16,539,178
329,244,102,16,16,252,110
330,270,289,14,14,277,296
330,244,246,18,17,253,254
330,48,176,22,14,59,183
330,455,174,21,14,465,181
330,170,174,20,16,180,182
330,528,170,22,16,539,178
330,244,102,16,16,252,110
331,270,289,14,14,277,296
331,244,246,18,17,253,254
331,48,176,22,14,59,183
331,455,174,21,14,465,181
331,170,174,20,16,180,182
331,528,170,22,16,539,178
331,244,102,16,16,252,110
332,270,289,14,14,277,296
332,244,246,18,17,253,254
332,48,176,22,14,59,183
332,455,174,21,14,465,181
332,170,174,20,16,180,182
332,528,170,22,16,539,178
332,244,102,16,16,252,110
333,270,289,14,14,277,296
333,244,246,18,17,253,254
333,48,176,22,14,59,183
333,455,174,21,14,465,181
333,170,174,20,16,180,182
333,528,170,22,16,539,178
333,244,102,16,16,252,110
334,270,289,14,14,277,296
334,244,246,18,17,253,254
334,48,176,22,14,59,183
334,455,174,21,14,465,181
334,170,174,20,16,180,182
334,528,170,22,16,539,178
334,244,102,16,16,252,110
335,270,289,14,14,277,296
335,244,246,18,17,253,254
335,48,176,22,14,59,183
335,455,174,21,14,465,181
335,170,174,20,16,180,182
335,528,170,22,16,539,178
335,244,102,16,16,252,110
336,270,289,14,14,277,296
336,244,246,18,17,253,254
336,48,176,22,14,59,183
336,455,174,21,14,465,181
336,170,174,20,16,180,182
336,528,170,22,16,539,178
336,244,102,16,16,252,110
337,270,289,14,14,277,296
337,244,246,18,17,253,254
337,48,176,22,14,59,183
337,455,174,21,14,465,181
337,170,174,20,16,180,182
337,528,170,22,16,539,178
337,244,102,16,16,252,110
338,270,289,14,14,277,296
338,244,246,18,17,253,254
338,48,176,22,14,59,183
338,455,174,21,14,465,181
338,170,174,20,16,180,182
338,528,170,22,16,539,178
338,244,102,16,16,252,110
339,270,289,14,14,277,296
339,244,246,18,17,253,254
339,48,176,22,14,59,183
339,455,174,21,14,465,181
339,170,174,20,16,180,182
339,528,170,22,16,539,178
339,244,102,16,16,252,110
340,270,289,14,14,277,296
340,244,246,18,17,253,254
340,48,176,22,14,59,183
340,455,174,21,14,465,181
340,170,174,20,16,180,182
340,528,170,22,16,539,178
340,244,102,16,16,252,110
341,270,289,14,14,277,296
341,244,246,18,17,253,254
341,48,176,22,14,59,183
341,455,174,21,14,465,181
341,170,174,20,16,180,182
341,528,170,22,16,539,178
341,244,102,16,16,252,110
342,270,289,14,14,277,296
342,244,246,18,17,253,254
342,48,176,22,14,59,183
342,455,174,21,14,465,181
342,170,174,20,16,180,182
342,528,170,22,16,539,178
342,244,102,16,16,252,110
343,270,289,14,14,277,296
343,244,246,18,17,253,254
343,48,176,22,14,59,183
343,455,174,21,14,465,181
343,170,174,20,16,180,182
343,528,170,22,16,539,178
343,244,102,16,16,252,110
344,270,289,14,14,277,296
344,244,246,18,17,253,254
344,48,176,22,14,59,183
344,455,174,21,14,465,181
344,170,174,20,16,180,182
344,528,170,22,16,539,178
344,244,102,16,16,252,110
345,270,289,14,14,277,296
345,244,246,18,17,253,254
345,48,176,22,14,59,183
345,455,174,21,14,465,181
345,170,174,20,16,180,182
345,528,170,22,16,539,178
345,244,102,16,16,252,110
346,270,289,14,14,277,296
346,244,246,18,17,253,254
346,48,176,22,14,59,183
346,455,174,21,14,465,181
346,170,174,20,16,180,182
346,528,170,22,16,539,178
346,244,102,16,16,252,110
347,270,289,14,14,277,296
347,244,246,18,17,253,254
347,48,176,22,14,59,183
347,455,174,21,14,465,181
347,170,174,20,16,180,182
347,528,170,22,16,539,178
347,244,102,16,16,252,110
348,270,289,14,14,277,296
348,244,246,18,17,253,254
348,48,176,22,14,59,183
348,455,174,21,14,465,181
348,170,174,20,16,180,182
348,528,170,22,16,539,178
348,244,102,16,16,252,110
349,270,289,14,14,277,296
349,244,246,18,17,253,254
349,48,176,22,14,59,183
349,455,174,21,14,465,181
349,170,174,20,16,180,182
349,528,170,22,16,539,178
349,244,102,16,16,252,110
350,270,289,14,14,277,296
350,244,246,18,17,253,254
350,48,176,22,14,59,183
350,455,174,21,14,465,181
350,170,174,20,16,180,182
350,528,170,22,16,539,178
350,244,102,16,16,252,110
351,270,289,14,14,277,296
351,244,246,18,17,253,254
351,48,176,22,14,59,183
351,455,174,21,14,465,181
351,170,174,20,16,180,182
351,528,170,22,16,539,178
351,244,102,16,16,252,110
352,270,289,14,14,277,296
352,244,246,18,17,253,254
352,48,176,22,14,59,183
352,455,174,21,14,465,181
352,170,174,20,16,180,182
352,528,170,22,16,539,178
352,244,102,16,16,252,110
353,270,289,14,14,277,296
353,244,246,18,17,253,254
353,48,176,22,14,59,183
353,455,174,21,14,465,181
353,170,174,20,16,180,182
353,528,170,22,16,539,178
353,244,102,16,16,252,110
354,270,289,14,14,277,296
354,244,246,18,17,253,254
354,48,176,22,14,59,183
354,455,174,21,14,465,181
354,170,174,20,16,180,182
354,528,170,22,16,539,178
354,244,102,16,16,252,110
355,270,289,14,14,277,296
355,244,246,18,17,253,254
355,48,176,22,14,59,183
355,455,174,21,14,465,181
355,170,174,20,16,180,182
355,528,170,22,16,539,178
355,244,102,16,16,252,110
356,270,289,14,14,277,296
356,244,246,18,17,253,254
356,48,176,22,14,59,183
356,455,174,21,14,465,181
356,170,174,20,16,180,182
356,528,170,22,16,539,178
356,244,102,16,16,252,110
357,270,289,14,14,277,296
357,244,246,18,17,253,254
357,48,176,22,14,59,183
357,455,174,21,14,465,181
357,170,174,20,16,180,182
357,528,170,22,16,539,178
357,244,102,16,16,252,110
358,90,340,19,11,99,345
358,270,289,14,14,277,296
358,244,246,18,17,253,254
358,48,176,22,14,59,183
358,455,174,21,14,465,181
358,170,174,20,16,180,182
358,528,170,22,16,539,178
358,244,102,16,16,252,110
359,270,289,14,14,277,296
359,244,246,18,17,253,254
359,48,176,22,14,59,183
359,455,174,21,14,465,181
359,170,174,20,16,180,182
359,528,170,22,16,539,178
359,244,102,16,16,252,110
360,270,289,14,14,277,296
360,244,246,18,17,253,254
360,48,176,22,14,59,183
360,455,174,21,14,465,181
360,170,174,20,16,180,182
360,528,170,22,16,539,178
360,244,102,16,16,252,110
361,270,289,14,14,277,296
361,244,246,18,17,253,254
361,48,176,22,14,59,183
361,455,174,21,14,465,181
361,170,174,20,16,180,182
361,528,170,22,16,539,178
361,244,102,16,16,252,110
362,270,289,14,14,277,296
362,244,246,18,17,253,254
362,48,176,22,14,59,183
362,455,174,21,14,465,181
362,170,174,20,16,180,182
362,528,170,22,16,539,178
362,244,102,16,16,252,110
363,270,289,14,14,277,296
363,244,246,18,17,253,254
363,48,176,22,14,59,183
363,455,174,21,14,465,181
363,170,174,20,16,180,182
363,528,170,22,16,539,178
363,244,102,16,16,252,110
364,270,289,14,14,277,296
364,244,246,18,17,253,254
364,48,176,22,14,59,183
364,455,174,21,14,465,181
364,170,174,20,16,180,182
364,528,170,22,16,539,178
364,244,102,16,16,252,110
365,270,289,14,14,277,296
365,244,246,18,17,253,254
365,48,176,22,14,59,183
365,455,174,21,14,465,181
365,170,174,20,16,180,182
365,528,170,22,16,539,178
365,244,102,16,16,252,110
366,270,289,14,14,277,296
366,244,246,18,17,253,254
366,48,176,22,14,59,183
366,455,174,21,14,465,181
366,170,174,20,16,180,182
366,528,170,22,16,539,178
366,244,102,16,16,252,110
367,270,289,14,14,277,296
367,244,246,18,17,253,254
367,48,176,22,14,59,183
367,455,174,21,14,465,181
367,170,174,20,16,180,182
367,528,170,22,16,539,178
367,244,102,16,16,252,110
368,270,289,14,14,277,296
368,244,246,18,17,253,254
368,48,176,22,14,59,183
368,455,174,21,14,465,181
368,170,174,20,16,180,182
368,528,170,22,16,539,178
368,244,102,16,16,252,110
369,270,289,14,14,277,296
369,244,246,18,17,253,254
369,48,176,22,14,59,183
369,455,174,21,14,465,181
369,170,174,20,16,180,182
369,528,170,22,16,539,178
369,244,102,16,16,252,110
370,90,340,18,10,99,345
370,270,289,14,14,277,296
370,244,246,18,17,253,254
370,48,176,22,14,59,183
370,455,174,21,14,465,181
370,170,174,20,16,180,182
370,528,170,22,16,539,178
370,244,102,16,16,252,110
371,90,340,18,10,99,345
371,270,289,14,14,277,296
371,244,246,18,17,253,254
371,48,176,22,14,59,183
371,455,174,21,14,465,181
371,170,174,20,16,180,182
371,528,170,22,16,539,178
371,244,102,16,16,252,110
372,90,340,18,10,99,345
372,270,289,14,14,277,296
372,244,246,18,17,253,254
372,48,176,22,14,59,183
372,455,174,21,14,465,181
372,170,174,20,16,180,182
372,528,170,22,16,539,178
372,244,102,16,16,252,110
373,90,340,18,10,99,345
373,270,289,14,14,277,296
373,244,246,18,17,253,254
373,48,176,22,14,59,183
