frame,track_id,x,y,w,h,cx,cy
1501,37,173,298,21,16,184,306
1502,3,48,176,22,14,59,183
1502,8,244,102,16,16,252,110
1502,37,173,298,21,16,184,306
1503,3,48,176,22,14,59,183
1503,8,244,102,16,16,252,110
1503,37,173,298,21,16,184,306
1504,3,48,176,22,14,59,183
1504,8,244,102,16,16,252,110
1504,37,173,298,21,16,184,306
1505,3,48,176,22,14,59,183
1505,8,244,102,16,16,252,110
1505,37,173,298,21,16,184,306
1506,3,48,176,22,14,59,183
1506,8,244,102,16,16,252,110
1506,37,173,298,21,16,184,306
1507,3,48,176,22,14,59,183
1507,8,244,102,16,16,252,110
1507,37,173,298,21,16,184,306
1508,3,48,176,22,14,59,183
1508,8,244,102,16,16,252,110
1508,37,173,298,21,16,184,306
1509,3,48,176,22,14,59,183
1509,8,244,102,16,16,252,110
1509,37,173,298,21,16,184,306
1510,3,48,176,22,14,59,183
1510,8,244,102,16,16,252,110
1510,37,173,298,21,16,184,306
1511,3,48,176,22,14,59,183
1511,8,244,102,16,16,252,110
1511,37,173,298,21,16,184,306
1512,3,48,176,22,14,59,183
1512,8,244,102,16,16,252,110
1512,37,173,298,21,16,184,306
1513,3,48,176,22,14,59,183
1513,8,244,102,16,16,252,110
1513,37,173,298,21,16,184,306
1514,3,48,176,22,14,59,183
1514,8,244,102,16,16,252,110
1514,37,173,298,21,16,184,306
1515,3,48,176,22,14,59,183
1515,8,244,102,16,16,252,110
1515,37,173,298,21,16,184,306
1516,3,48,176,22,14,59,183
1516,8,244,102,16,16,252,110
1516,37,173,298,21,16,184,306
1517,3,48,176,22,14,59,183
1517,8,244,102,16,16,252,110
1517,37,173,298,21,16,184,306
1518,3,48,176,22,14,59,183
1518,8,244,102,16,16,252,110
1518,37,173,298,21,16,184,306
1519,3,48,176,22,14,59,183
1519,8,244,102,16,16,252,110
1519,37,173,298,21,16,184,306
1520,3,48,176,22,14,59,183
1520,8,244,102,16,16,252,110
1520,37,173,298,21,16,184,306
1521,3,48,176,22,14,59,183
1521,8,244,102,16,16,252,110
1521,37,173,298,21,16,184,306
1522,3,48,176,22,14,59,183
1522,8,244,102,16,16,252,110
1522,37,173,298,21,16,184,306
1523,3,48,176,22,14,59,183
1523,8,244,102,16,16,252,110
1523,37,173,298,21,16,184,306
1524,3,48,176,22,14,59,183
1524,8,244,102,16,16,252,110
1524,37,173,298,21,16,184,306
1525,3,48,176,22,14,59,183
1525,8,244,102,16,16,252,110
1525,37,173,298,21,16,184,306
1526,3,48,176,22,14,59,183
1526,8,244,102,16,16,252,110
1526,37,173,298,21,16,184,306
1527,3,48,176,22,14,59,183
1527,8,244,102,16,16,252,110
1527,37,173,298,21,16,184,306
1528,3,48,176,22,14,59,183
1528,8,244,102,16,16,252,110
1528,37,173,298,21,16,184,306
1529,3,48,176,22,14,59,183
1529,8,244,102,16,16,252,110
1529,37,173,298,21,16,184,306
1530,3,48,176,22,14,59,183
1530,8,244,102,16,16,252,110
1530,37,173,298,21,16,184,306
1531,3,48,176,22,14,59,183
1531,8,244,102,16,16,252,110
1531,37,173,298,21,16,184,306
1532,3,48,176,22,14,59,183
1532,8,244,102,16,16,252,110
1532,37,173,298,21,16,184,306
1533,3,48,176,22,14,59,183
1533,8,244,102,16,16,252,110
1533,37,173,298,21,16,184,306
1534,3,48,176,22,14,59,183
1534,8,244,102,16,16,252,110
1534,37,173,298,21,16,184,306
1535,3,48,176,22,14,59,183
1535,8,244,102,16,16,252,110
1535,37,173,298,21,16,184,306
1536,3,48,176,22,14,59,183
1536,8,244,102,16,16,252,110
1536,37,173,298,21,16,184,306
1537,3,48,176,22,14,59,183
1537,8,244,102,16,16,252,110
1537,37,173,298,21,16,184,306
1538,3,48,176,22,14,59,183
1538,8,244,102,16,16,252,110
1538,37,173,298,21,16,184,306
1539,3,48,176,22,14,59,183
1539,8,244,102,16,16,252,110
1539,37,173,298,21,16,184,306
1540,3,48,176,22,14,59,183
1540,8,244,102,16,16,252,110
1540,37,173,298,21,16,184,306
1541,3,48,176,22,14,59,183
1541,8,244,102,16,16,252,110
1541,37,173,298,21,16,184,306
1542,3,48,176,22,14,59,183
1542,8,244,102,16,16,252,110
1542,37,173,298,21,16,184,306
1543,3,48,176,22,14,59,183
1543,8,244,102,16,16,252,110
1543,37,173,298,21,16,184,306
1544,3,48,176,22,14,59,183
1544,8,244,102,16,16,252,110
1544,37,173,298,21,16,184,306
1545,3,48,176,22,14,59,183
1545,8,244,102,16,16,252,110
1545,37,173,298,21,16,184,306
1546,3,48,176,22,14,59,183
1546,8,244,102,16,16,252,110
1546,37,173,298,21,16,184,306
1547,3,48,176,22,14,59,183
1547,8,244,102,16,16,252,110
1547,37,173,298,21,16,184,306
1548,3,48,176,22,14,59,183
1548,8,244,102,16,16,252,110
1548,37,173,298,21,16,184,306
1549,3,48,176,22,14,59,183
1549,8,244,102,16,16,252,110
1549,37,173,298,21,16,184,306
1550,3,48,176,22,14,59,183
1550,8,244,102,16,16,252,110
1550,37,173,298,21,16,184,306
1551,3,48,176,22,14,59,183
1551,8,244,102,16,16,252,110
1551,37,173,298,21,16,184,306
1552,3,48,176,22,14,59,183
1552,8,244,102,16,16,252,110
1552,37,173,298,21,16,184,306
1553,3,48,176,22,14,59,183
1553,8,244,102,16,16,252,110
1553,37,173,298,21,16,184,306
1554,3,48,176,22,14,59,183
1554,8,244,102,16,16,252,110
1554,37,173,298,21,16,184,306
1555,3,48,176,22,14,59,183
1555,8,244,102,16,16,252,110
1555,37,173,298,21,16,184,306
1556,3,48,176,22,14,59,183
1556,8,244,102,16,16,252,110
1556,37,173,298,21,16,184,306
1557,3,48,176,22,14,59,183
1557,8,244,102,16,16,252,110
1557,37,173,298,21,16,184,306
1558,3,48,176,22,14,59,183
1558,8,244,102,16,16,252,110
1558,37,173,298,21,16,184,306
1559,3,48,176,22,14,59,183
1559,8,244,102,16,16,252,110
1559,37,173,298,21,16,184,306
1560,3,48,176,22,14,59,183
1560,8,244,102,16,16,252,110
1560,37,173,298,21,15,184,305
1561,3,48,176,22,14,59,183
1561,8,244,102,16,16,252,110
1561,37,173,298,21,14,184,305
1562,3,48,176,22,14,59,183
1562,8,244,102,16,16,252,110
1562,37,173,298,21,14,184,305
1563,3,48,176,22,14,59,183
1563,8,244,102,16,16,252,110
1563,37,173,298,21,14,184,305
1564,3,48,176,22,14,59,183
1564,8,244,102,16,16,252,110
1564,37,173,298,21,14,184,305
1565,3,48,176,22,14,59,183
1565,8,244,102,16,16,252,110
1565,37,173,298,21,14,184,305
1566,3,48,176,22,14,59,183
1566,8,244,102,16,16,252,110
1566,37,173,298,21,14,184,305
1567,3,48,176,22,14,59,183
1567,8,244,102,16,16,252,110
1567,37,173,298,21,14,184,305
1568,3,48,176,22,14,59,183
1568,8,244,102,16,16,252,110
1568,37,173,298,21,14,184,305
1569,3,48,176,22,14,59,183
1569,8,244,102,16,16,252,110
1569,37,173,298,21,14,184,305
1570,3,48,176,22,14,59,183
1570,8,244,102,16,16,252,110
1570,37,173,298,21,14,184,305
1571,3,48,176,22,14,59,183
1571,8,244,102,16,16,252,110
1571,37,173,298,21,14,184,305
1572,3,48,176,22,14,59,183
1572,8,244,102,16,16,252,110
1572,37,173,298,21,14,184,305
1573,3,48,176,22,14,59,183
1573,8,244,102,16,16,252,110
1573,37,173,298,21,14,184,305
1574,3,48,176,22,14,59,183
1574,8,244,102,16,16,252,110
1574,37,173,298,21,14,184,305
1575,3,48,176,22,14,59,183
1575,8,244,102,16,16,252,110
1575,37,173,298,21,14,184,305
1576,3,48,176,22,14,59,183
1576,8,244,102,16,16,252,110
1576,37,173,298,21,14,184,305
1577,3,48,176,22,14,59,183
1577,8,244,102,16,16,252,110
1577,37,173,298,21,14,184,305
1578,3,48,176,22,14,59,183
1578,8,244,102,16,16,252,110
1578,37,173,298,21,14,184,305
1579,3,48,176,22,14,59,183
1579,8,244,102,16,16,252,110
1579,37,173,298,21,14,184,305
1580,3,48,176,22,14,59,183
1580,8,244,102,16,16,252,110
1580,37,173,298,21,14,184,305
1581,3,48,176,22,14,59,183
1581,8,244,102,16,16,252,110
1581,37,173,298,21,14,184,305
1582,3,48,176,22,14,59,183
1582,8,244,102,16,16,252,110
1582,37,173,298,21,14,184,305
1583,3,48,176,22,14,59,183
1583,8,244,102,16,16,252,110
1583,37,173,298,21,14,184,305
1584,3,48,176,22,14,59,183
1584,8,244,102,16,16,252,110
1584,37,173,298,21,14,184,305
1585,3,48,176,22,14,59,183
1585,8,244,102,16,16,252,110
1585,37,173,298,21,14,184,305
1586,3,48,176,22,14,59,183
1586,8,244,102,16,16,252,110
1586,37,173,298,21,14,184,305
1587,3,48,176,22,14,59,183
1587,8,244,102,16,16,252,110
1587,37,173,298,21,14,184,305
1588,3,48,176,22,14,59,183
1588,8,244,102,16,16,252,110
1588,37,173,298,21,14,184,305
1589,3,48,176,22,14,59,183
1589,8,244,102,16,16,252,110
1589,37,173,298,21,14,184,305
1590,3,48,176,22,14,59,183
1590,8,244,102,16,16,252,110
1590,37,173,298,21,14,184,305
1591,3,48,176,22,14,59,183
1591,8,244,102,16,16,252,110
1591,37,173,298,21,14,184,305
1592,3,48,176,22,14,59,183
1592,8,244,102,16,16,252,110
1592,37,173,298,21,14,184,305
1593,3,48,176,22,14,59,183
1593,8,244,102,16,16,252,110
1593,37,174,297,22,15,185,304
1594,3,48,176,22,14,59,183
1594,8,244,102,16,16,252,110
1594,37,180,291,21,16,191,299
1595,3,48,176,22,14,59,183
1595,8,244,102,16,16,252,110
1595,37,188,284,20,15,198,291
1596,3,48,176,22,14,59,183
1596,8,244,102,16,16,252,110
1596,37,198,276,19,14,207,283
1597,3,48,176,22,14,59,183
1597,8,244,102,16,16,252,110
1597,37,206,267,18,13,215,274
1598,3,48,176,22,14,59,183
1598,8,244,102,16,16,252,110
1598,37,214,258,17,14,223,265
1599,3,48,176,22,14,59,183
1599,8,244,102,16,16,252,110
1599,37,224,249,15,14,232,256
1600,3,48,176,22,14,59,183
1600,8,244,102,16,16,252,110
1600,37,233,241,14,14,240,248
1600,65,383,248,14,14,390,255
1601,3,48,176,22,14,59,183
1601,8,244,102,16,16,252,110
1601,37,241,232,15,14,249,239
1601,65,383,248,14,14,390,255
1602,3,48,176,22,14,59,183
1602,8,244,102,16,16,252,110
1602,37,250,224,15,14,257,231
1602,65,383,248,14,14,390,255
1603,3,48,176,22,14,59,183
1603,8,244,102,16,16,252,110
1603,37,259,215,14,13,266,222
1603,65,383,248,14,14,390,255
1604,3,48,176,22,14,59,183
1604,8,244,102,16,16,252,110
1604,37,268,207,14,13,275,213
1604,65,383,248,14,14,390,255
1605,3,48,176,22,14,59,183
1605,8,244,102,16,16,252,110
1605,37,277,198,13,13,283,205
1605,65,383,248,14,14,390,255
1606,3,48,176,22,14,59,183
1606,8,244,102,16,16,252,110
1606,37,285,190,14,13,292,196
1606,65,383,248,14,14,390,255
1607,3,48,176,22,14,59,183
1607,8,244,102,16,16,252,110
1607,37,293,181,13,14,300,188
1607,65,383,248,14,14,390,255
1608,3,48,176,22,14,59,183
1608,8,244,102,16,16,252,110
1608,37,302,173,12,14,309,180
1608,65,383,248,14,14,390,255
1609,3,48,176,22,14,59,183
1609,8,244,102,16,16,252,110
1609,37,310,165,13,14,316,172
1609,65,383,248,14,14,390,255
1610,3,48,176,22,14,59,183
1610,8,244,102,16,16,252,110
1610,37,319,157,12,14,325,164
1610,65,383,248,14,14,390,255
1611,3,48,176,22,14,59,183
1611,8,244,102,16,16,252,110
1611,37,327,149,13,14,333,156
1611,65,383,248,14,14,390,255
1612,3,48,176,22,14,59,183
1612,8,244,102,16,16,252,110
1612,37,335,141,13,14,342,148
1612,65,383,248,14,14,390,255
1613,3,48,176,22,14,59,183
1613,8,244,102,16,16,252,110
1613,37,343,133,14,14,350,140
1613,65,383,248,14,14,390,255
1614,3,48,176,22,14,59,183
1614,8,244,102,16,16,252,110
1614,37,352,125,14,14,358,132
1614,65,383,248,14,14,390,255
1615,3,48,176,22,14,59,183
1615,8,244,102,16,16,252,110
1615,37,360,117,14,14,367,124
1615,65,383,248,14,14,390,255
1616,3,48,176,22,14,59,183
1616,8,244,102,16,16,252,110
1616,37,368,108,14,14,375,115
1616,65,383,248,14,14,390,255
1617,3,48,176,22,14,59,183
1617,8,244,102,16,16,252,110
1617,37,375,101,14,14,382,108
1617,65,383,248,14,14,390,255
1618,3,48,176,22,14,59,183
1618,8,244,102,16,16,252,110
1618,37,373,95,13,13,380,102
1618,65,383,248,14,14,390,255
1619,3,48,176,22,14,59,183
1619,8,244,102,16,16,252,110
1619,37,374,89,13,12,380,96
1619,65,383,248,14,14,390,255
1619,66,400,95,22,18,411,104
1620,3,48,176,22,14,59,183
1620,8,244,102,16,16,252,110
1620,37,374,83,13,12,381,89
1620,65,383,248,14,14,390,255
1620,66,408,92,24,19,420,101
1621,3,48,176,22,14,59,183
1621,8,244,102,16,16,252,110
1621,37,375,77,13,12,382,83
1621,65,383,248,14,14,390,255
1621,66,412,91,27,18,426,100
1621,67,378,102,21,17,389,110
1622,3,48,176,22,14,59,183
1622,8,244,102,16,16,252,110
1622,37,376,71,13,12,382,77
1622,65,383,248,14,14,390,255
1622,66,419,90,27,18,433,99
1622,67,378,102,21,17,389,110
1623,3,48,176,22,14,59,183
1623,8,244,102,16,16,252,110
1623,37,378,66,12,12,384,72
1623,65,383,248,14,14,390,255
1623,66,426,89,22,18,437,98
1623,67,378,101,21,18,389,110
1624,3,48,176,22,14,59,183
1624,8,244,102,16,16,252,110
1624,37,375,60,15,12,383,66
1624,65,383,248,14,14,390,255
1624,66,432,88,23,17,444,96
1624,67,378,101,21,18,389,110
1625,3,48,176,22,14,59,183
1625,8,244,102,16,16,252,110
1625,37,378,54,14,12,385,60
1625,65,383,248,14,14,390,255
1625,66,438,86,24,17,450,94
1625,67,378,101,21,18,389,110
1626,3,48,176,22,14,59,183
1626,8,244,102,16,16,252,110
1626,37,379,48,14,12,386,54
1626,65,383,248,14,14,390,255
1626,66,444,84,24,17,456,92
1626,67,378,101,21,18,389,110
1627,3,48,176,22,14,59,183
1627,8,244,102,16,16,252,110
1627,37,376,39,20,17,386,48
1627,65,383,248,14,14,390,255
1627,66,450,81,24,18,462,90
1627,67,378,101,21,18,389,110
1628,3,48,176,22,14,59,183
1628,8,244,102,16,16,252,110
1628,37,376,35,19,15,386,42
1628,65,383,248,14,14,390,255
1628,66,456,80,24,18,468,89
1628,67,378,101,21,18,389,110
1629,3,48,176,22,14,59,183
1629,8,244,102,16,16,252,110
1629,37,377,36,18,14,386,43
1629,65,383,248,14,14,390,255
1629,66,462,79,24,18,474,88
1629,67,378,101,21,18,389,110
1630,3,48,176,22,14,59,183
1630,8,244,102,16,16,252,110
1630,37,379,39,16,14,387,46
1630,65,383,248,14,14,390,255
1630,66,468,76,24,19,480,86
1630,67,378,101,21,18,389,110
1631,3,48,176,22,14,59,183
1631,8,244,102,16,16,252,110
1631,37,378,43,17,13,387,49
1631,65,383,248,14,14,390,255
1631,66,473,75,23,20,485,85
1631,67,378,101,21,18,389,110
1632,3,48,176,22,14,59,183
1632,8,244,102,16,16,252,110
1632,37,378,46,18,13,387,52
1632,65,383,248,14,14,390,255
1632,66,479,74,24,19,491,83
1632,67,378,101,21,18,389,110
1633,3,48,176,22,14,59,183
1633,8,244,102,16,16,252,110
1633,37,378,50,18,12,387,56
1633,65,383,248,14,14,390,255
1633,66,485,72,23,19,496,81
1633,67,378,101,21,18,389,110
1634,3,48,176,22,14,59,183
1634,8,244,102,16,16,252,110
1634,37,379,53,18,12,388,59
1634,65,383,248,14,14,390,255
1634,66,490,71,23,18,502,81
1634,67,378,101,21,18,389,110
1635,3,48,176,22,14,59,183
1635,8,244,102,16,16,252,110
1635,37,379,57,18,12,388,63
1635,65,383,248,14,14,390,255
1635,66,497,69,22,19,508,78
1635,67,378,101,21,18,389,110
1636,3,48,176,22,14,59,183
1636,8,244,102,16,16,252,110
1636,37,379,60,18,12,388,66
1636,65,383,248,14,14,390,255
1636,66,503,67,21,19,513,77
1636,67,378,101,21,18,389,110
1637,3,48,176,22,14,59,183
1637,8,244,102,16,16,252,110
1637,37,379,62,17,12,388,68
1637,65,383,248,14,14,390,255
1637,66,508,67,21,18,519,76
1637,67,378,101,21,18,389,110
1638,3,48,176,22,14,59,183
1638,8,244,102,16,16,252,110
1638,37,381,66,15,12,389,72
1638,65,383,248,14,14,390,255
1638,66,514,65,22,18,525,74
1638,67,378,101,21,18,389,110
1639,3,48,176,22,14,59,183
1639,8,244,102,16,16,252,110
1639,37,381,68,16,12,389,74
1639,65,383,248,14,14,390,255
1639,66,520,64,22,18,531,73
1639,67,378,101,21,18,389,110
1640,3,48,176,22,14,59,183
1640,8,244,102,16,16,252,110
1640,37,380,72,17,11,389,77
1640,65,383,248,14,14,390,255
1640,66,525,62,23,19,536,71
1640,67,378,101,21,18,389,110
1641,3,48,176,22,14,59,183
1641,8,244,102,16,16,252,110
1641,37,383,74,15,12,390,80
1641,65,383,248,14,14,390,255
1641,66,531,61,22,18,542,70
1641,67,378,101,21,18,389,110
1642,3,48,176,22,14,59,183
1642,8,244,102,16,16,252,110
1642,37,384,77,14,12,390,83
1642,65,383,248,14,14,390,255
1642,66,537,59,21,17,547,68
1642,67,378,101,21,18,389,110
1643,3,48,176,22,14,59,183
1643,8,244,102,16,16,252,110
1643,37,384,80,14,12,391,86
1643,65,383,248,14,14,390,255
1643,66,542,58,22,18,553,67
1643,67,378,101,21,18,389,110
1644,3,48,176,22,14,59,183
1644,8,244,102,16,16,252,110
1644,37,384,83,14,12,391,89
1644,65,383,248,14,14,390,255
1644,66,547,56,23,17,558,65
1644,67,378,101,21,18,389,110
1645,3,48,176,22,14,59,183
1645,8,244,102,16,16,252,110
1645,37,384,85,14,12,391,91
1645,65,383,248,14,14,390,255
1645,66,553,56,22,18,564,65
1645,67,378,101,21,18,389,110
1646,3,48,176,22,14,59,183
1646,8,244,102,16,16,252,110
1646,37,383,87,15,12,391,93
1646,65,383,248,14,14,390,255
1646,66,558,54,22,18,569,63
1646,67,378,101,21,18,389,110
1647,3,48,176,22,14,59,183
1647,8,244,102,16,16,252,110
1647,37,383,91,16,12,391,97
1647,65,383,248,14,14,390,255
1647,66,563,53,23,17,574,61
1647,67,378,101,21,18,389,110
1648,3,48,176,22,14,59,183
1648,8,244,102,16,16,252,110
1648,37,383,93,15,12,390,99
1648,65,383,248,14,14,390,255
1648,66,569,51,22,18,580,60
1648,67,378,101,21,18,389,110
1649,3,48,176,22,14,59,183
1649,8,244,102,16,16,252,110
1649,37,383,96,17,12,391,102
1649,65,383,248,14,14,390,255
1649,66,575,49,23,19,586,58
1649,67,378,101,21,18,389,110
1650,3,48,176,22,14,59,183
1650,8,244,102,16,16,252,110
1650,37,382,97,17,13,391,104
1650,65,383,248,14,14,390,255
1650,66,580,48,22,18,591,57
1650,67,378,101,21,18,389,110
1651,3,48,176,22,14,59,183
1651,8,244,102,16,16,252,110
1651,37,385,101,15,12,392,106
1651,65,383,248,14,14,390,255
1651,66,585,46,23,19,596,55
1652,3,48,176,22,14,59,183
1652,8,244,102,16,16,252,110
1652,37,383,103,17,12,392,109
1652,65,383,248,14,14,390,255
1652,66,590,45,23,18,602,54
1653,3,48,176,22,14,59,183
1653,8,244,102,16,16,252,110
1653,37,385,106,15,12,393,112
1653,65,383,248,14,14,390,255
1653,66,592,42,23,19,604,51
1654,3,48,176,22,14,59,183
1654,8,244,102,16,16,252,110
1654,37,386,108,14,12,393,114
1654,65,383,248,14,14,390,255
1654,66,593,38,24,19,604,48
1655,3,48,176,22,14,59,183
1655,8,244,102,16,16,252,110
1655,37,387,110,13,11,394,116
1655,65,383,248,14,14,390,255
1655,66,592,35,24,19,604,44
1656,3,48,176,22,14,59,183
1656,8,244,102,16,16,252,110
1656,37,388,112,12,12,394,118
1656,65,383,248,14,14,390,255
1656,66,592,32,24,18,603,41
1657,3,48,176,22,14,59,183
1657,8,244,102,16,16,252,110
1657,37,388,115,12,12,394,121
1657,65,383,248,14,14,390,255
1657,66,591,28,23,19,603,37
1658,3,48,176,22,14,59,183
1658,8,244,102,16,16,252,110
1658,37,388,117,12,11,394,123
1658,65,383,248,14,14,390,255
1658,66,591,26,23,18,602,35
1659,3,48,176,22,14,59,183
1659,8,244,102,16,16,252,110
1659,37,388,120,12,12,394,126
1659,65,383,248,14,14,390,255
1659,66,592,25,22,18,603,34
1660,3,48,176,22,14,59,183
1660,8,244,102,16,16,252,110
1660,37,388,122,12,12,394,128
1660,65,383,248,14,14,390,255
1660,66,593,25,23,18,605,34
1661,3,48,176,22,14,59,183
1661,8,244,102,16,16,252,110
1661,37,388,124,12,12,394,130
1661,65,383,248,14,14,390,255
1661,66,595,25,22,18,606,34
1662,3,48,176,22,14,59,183
1662,8,244,102,16,16,252,110
1662,37,388,126,12,12,394,132
1662,65,383,248,14,14,390,255
1662,66,596,25,21,18,606,34
1663,3,48,176,22,14,59,183
1663,8,244,102,16,16,252,110
1663,37,388,128,13,12,394,134
1663,65,383,248,14,14,390,255
1663,66,596,26,21,18,606,35
1664,3,48,176,22,14,59,183
1664,8,244,102,16,16,252,110
1664,37,388,130,13,12,394,136
1664,65,383,248,14,14,390,255
1664,66,596,29,18,17,605,37
1665,3,48,176,22,14,59,183
1665,8,244,102,16,16,252,110
1665,37,388,132,13,12,395,138
1665,65,383,248,14,14,390,255
1665,66,596,32,13,13,603,39
1666,3,48,176,22,14,59,183
1666,8,244,102,16,16,252,110
1666,37,390,134,12,12,396,140
1666,65,383,248,14,14,390,255
1666,66,598,31,13,13,605,38
1667,3,48,176,22,14,59,183
1667,8,244,102,16,16,252,110
1667,37,390,136,12,13,396,142
1667,65,383,248,14,14,390,255
1667,66,600,30,12,13,606,37
1668,3,48,176,22,14,59,183
1668,8,244,102,16,16,252,110
1668,37,390,138,12,13,396,144
1668,65,383,248,14,14,390,255
1668,66,602,30,12,13,608,36
1669,3,48,176,22,14,59,183
1669,8,244,102,16,16,252,110
1669,37,390,140,12,12,396,146
1669,65,383,248,14,14,390,255
1669,66,603,29,12,13,609,36
1670,3,48,176,22,14,59,183
1670,8,244,102,16,16,252,110
1670,37,390,142,12,12,396,148
1670,65,383,248,14,14,390,255
1670,66,605,28,11,13,611,35
1671,3,48,176,22,14,59,183
1671,8,244,102,16,16,252,110
1671,37,390,144,12,12,396,150
1671,65,383,248,14,14,390,255
1671,66,607,27,11,13,612,34
1672,3,48,176,22,14,59,183
1672,8,244,102,16,16,252,110
1672,37,390,146,12,12,396,152
1672,65,383,248,14,14,390,255
1672,66,609,26,11,13,614,33
1673,3,48,176,22,14,59,183
1673,8,244,102,16,16,252,110
1673,37,390,148,13,12,396,154
1673,65,383,248,14,14,390,255
1673,66,610,26,10,13,616,32
1674,3,48,176,22,14,59,183
1674,8,244,102,16,16,252,110
1674,37,390,150,13,12,396,156
1674,65,383,248,14,14,390,255
1674,66,612,25,10,13,617,32
1675,3,48,176,22,14,59,183
1675,8,244,102,16,16,252,110
1675,37,390,152,13,11,396,157
1675,65,383,248,14,14,390,255
1675,66,614,24,9,13,619,31
1676,3,48,176,22,14,59,183
1676,8,244,102,16,16,252,110
1676,37,390,154,13,11,396,159
1676,65,383,248,14,14,390,255
1677,3,48,176,22,14,59,183
1677,8,244,102,16,16,252,110
1677,37,390,156,13,10,396,161
1677,65,383,248,14,14,390,255
1678,3,48,176,22,14,59,183
1678,8,244,102,16,16,252,110
1678,37,387,158,15,10,395,163
1678,65,383,248,14,14,390,255
1679,3,48,176,22,14,59,183
1679,8,244,102,16,16,252,110
1679,37,386,160,17,10,395,165
1679,65,383,248,14,14,390,255
1680,3,48,176,22,14,59,183
1680,8,244,102,16,16,252,110
1680,37,386,161,18,11,395,166
1680,65,383,248,14,14,390,255
1681,3,48,176,22,14,59,183
1681,8,244,102,16,16,252,110
1681,37,387,162,17,11,396,168
1681,65,383,248,14,14,390,255
1682,3,48,176,22,14,59,183
1682,8,244,102,16,16,252,110
1682,37,389,164,15,12,397,170
1682,65,383,248,14,14,390,255
1683,3,48,176,22,14,59,183
1683,8,244,102,16,16,252,110
1683,37,391,166,13,11,398,171
1683,65,383,248,14,14,390,255
1684,3,48,176,22,14,59,183
1684,8,244,102,16,16,252,110
1684,37,391,168,14,10,398,173
1684,65,383,248,14,14,390,255
1685,3,48,176,22,14,59,183
1685,8,244,102,16,16,252,110
1685,37,391,169,13,11,398,174
1685,65,383,248,14,14,390,255
1686,3,48,176,22,14,59,183
1686,8,244,102,16,16,252,110
1686,37,392,171,13,11,398,176
1686,65,383,248,14,14,390,255
1687,3,48,176,22,14,59,183
1687,8,244,102,16,16,252,110
1687,37,389,172,16,12,397,178
1687,65,383,248,14,14,390,255
1688,3,48,176,22,14,59,183
1688,8,244,102,16,16,252,110
1688,37,391,174,14,11,398,179
1688,65,383,248,14,14,390,255
1689,3,48,176,22,14,59,183
1689,8,244,102,16,16,252,110
1689,37,391,176,13,10,398,181
1689,65,383,248,14,14,390,255
1690,3,48,176,22,14,59,183
1690,8,244,102,16,16,252,110
1690,37,389,177,16,11,397,182
1690,65,383,248,14,14,390,255
1691,3,48,176,22,14,59,183
1691,8,244,102,16,16,252,110
1691,37,388,178,17,11,396,183
1691,65,383,248,14,14,390,255
1692,3,48,176,22,14,59,183
1692,8,244,102,16,16,252,110
1692,37,388,180,17,10,396,185
1692,65,383,248,14,14,390,255
1693,3,48,176,22,14,59,183
1693,8,244,102,16,16,252,110
1693,37,388,182,18,10,397,187
1693,65,383,248,14,14,390,255
1694,3,48,176,22,14,59,183
1694,8,244,102,16,16,252,110
1694,37,390,183,16,11,398,188
1694,65,383,248,14,14,390,255
1695,3,48,176,22,14,59,183
1695,8,244,102,16,16,252,110
1695,37,391,184,15,10,399,189
1695,65,383,248,14,14,390,255
1696,3,48,176,22,14,59,183
1696,8,244,102,16,16,252,110
1696,37,392,186,14,10,399,191
1696,65,383,248,14,14,390,255
1697,3,48,176,22,14,59,183
1697,8,244,102,16,16,252,110
1697,37,391,187,15,11,398,192
1697,65,383,248,14,14,390,255
1698,3,48,176,22,14,59,183
1698,8,244,102,16,16,252,110
1698,37,392,188,14,10,399,193
1698,65,383,248,14,14,390,255
1699,3,48,176,22,14,59,183
1699,8,244,102,16,16,252,110
1699,37,391,190,15,10,398,195
1699,65,383,248,14,14,390,255
1700,3,48,176,22,14,59,183
1700,8,244,102,16,16,252,110
1700,37,390,190,16,11,398,196
1700,65,383,248,14,14,390,255
1701,3,48,176,22,14,59,183
1701,8,244,102,16,16,252,110
1701,37,390,192,16,10,398,197
1701,65,383,248,14,14,390,255
1702,3,48,176,22,14,59,183
1702,8,244,102,16,16,252,110
1702,37,391,192,16,11,399,197
1702,65,383,248,14,14,390,255
1703,3,48,176,22,14,59,183
1703,8,244,102,16,16,252,110
1703,37,390,194,16,10,398,199
1703,65,383,248,14,14,390,255
1704,3,48,176,22,14,59,183
1704,8,244,102,16,16,252,110
1704,37,390,195,17,11,399,200
1704,65,383,248,14,14,390,255
1705,3,48,176,22,14,59,183
1705,8,244,102,16,16,252,110
1705,37,393,195,15,11,400,201
1705,65,383,248,14,14,390,255
1706,3,48,176,22,14,59,183
1706,8,244,102,16,16,252,110
1706,37,391,196,17,12,400,202
1706,65,383,248,14,14,390,255
1707,3,48,176,22,14,59,183
1707,8,244,102,16,16,252,110
1707,37,393,198,15,11,401,203
1707,65,383,248,14,14,390,255
1708,3,48,176,22,14,59,183
1708,8,244,102,16,16,252,110
1708,37,394,198,14,11,401,204
1708,65,383,248,14,14,390,255
1709,3,48,176,22,14,59,183
1709,8,244,102,16,16,252,110
1709,37,394,200,14,11,401,205
1709,65,383,248,14,14,390,255
