frame,track_id,x,y,w,h,cx,cy
434,8,244,102,16,16,252,110
434,37,483,274,17,14,491,281
434,38,90,340,10,11,95,346
435,1,244,246,18,17,253,254
435,3,48,176,22,14,59,183
435,5,170,174,20,16,180,182
435,6,528,170,22,16,539,178
435,7,454,171,22,19,465,181
435,8,244,102,16,16,252,110
435,37,480,276,17,13,488,282
435,38,90,340,10,11,95,346
436,1,244,246,18,17,253,254
436,3,48,176,22,14,59,183
436,5,170,174,20,16,180,182
436,6,528,170,22,16,539,178
436,7,454,171,22,19,465,181
436,8,244,102,16,16,252,110
436,37,476,278,18,13,485,284
436,38,90,340,10,11,94,346
437,1,244,246,18,17,253,254
437,3,48,176,22,14,59,183
437,5,170,174,20,16,180,182
437,6,528,170,22,16,539,178
437,7,454,171,22,19,465,181
437,8,244,102,16,16,252,110
437,37,474,280,17,12,482,286
437,38,90,340,10,11,94,346
438,1,244,246,18,17,253,254
438,3,48,176,22,14,59,183
438,5,170,174,20,16,180,182
438,6,528,170,22,16,539,178
438,7,455,171,22,19,466,180
438,8,244,102,16,16,252,110
438,37,470,282,17,12,479,288
438,38,90,340,9,11,94,346
439,1,244,246,18,17,253,254
439,3,48,176,22,14,59,183
439,5,170,174,20,16,180,182
439,6,528,170,22,16,539,178
439,7,455,171,22,19,466,180
439,8,244,102,16,16,252,110
439,37,467,284,18,12,476,290
439,38,90,341,9,11,94,346
440,1,244,246,18,17,253,254
440,3,48,176,22,14,59,183
440,5,170,174,20,16,180,182
440,6,528,170,22,16,539,178
440,7,455,171,22,19,466,180
440,8,244,102,16,16,252,110
440,37,464,286,18,12,473,292
440,38,90,341,9,11,94,346
441,1,244,246,18,17,253,254
441,3,48,176,22,14,59,183
441,5,170,174,20,16,180,182
441,6,528,170,22,16,539,178
441,7,455,171,22,19,466,180
441,8,244,102,16,16,252,110
441,37,461,287,19,13,470,293
441,38,90,341,9,11,94,346
442,1,244,246,18,17,253,254
442,3,48,176,22,14,59,183
442,5,170,174,20,16,180,182
442,6,528,170,22,16,539,178
442,7,455,170,22,19,466,180
442,8,244,102,16,16,252,110
442,37,458,288,18,14,467,295
442,38,90,341,9,11,94,347
443,1,244,246,18,17,253,254
443,3,48,176,22,14,59,183
443,5,170,174,20,16,180,182
443,6,528,170,22,16,539,178
443,7,455,170,22,19,466,180
443,8,244,102,16,16,252,110
443,37,456,290,18,14,465,297
443,38,90,341,9,11,94,347
444,1,244,246,18,17,253,254
444,3,48,176,22,14,59,183
444,5,170,174,20,16,180,182
444,6,528,170,22,16,539,178
444,7,455,170,22,19,467,180
444,8,244,102,16,16,252,110
444,37,453,292,19,13,462,298
444,38,90,341,9,11,94,347
445,1,244,246,18,17,253,254
445,3,48,176,22,14,59,183
445,5,170,174,20,16,180,182
445,6,528,170,22,16,539,178
445,8,244,102,16,16,252,110
445,37,450,294,18,12,459,300
446,1,244,246,18,17,253,254
446,3,48,176,22,14,59,183
446,5,170,174,20,16,180,182
446,6,528,170,22,16,539,178
446,8,244,102,16,16,252,110
446,37,447,296,19,12,456,302
447,1,244,246,18,17,253,254
447,3,48,176,22,14,59,183
447,5,170,174,20,16,180,182
447,6,528,170,22,16,539,178
447,8,244,102,16,16,252,110
447,37,444,297,18,13,453,303
448,1,244,246,18,17,253,254
448,3,48,176,22,14,59,183
448,5,170,174,20,16,180,182
448,6,528,170,22,16,539,178
448,8,244,102,16,16,252,110
448,37,442,299,18,13,451,305
449,1,244,246,18,17,253,254
449,3,48,176,22,14,59,183
449,5,170,174,20,16,180,182
449,6,528,170,22,16,539,178
449,8,244,102,16,16,252,110
449,37,438,300,19,13,447,306
450,1,244,246,18,17,253,254
450,3,48,176,22,14,59,183
450,5,170,174,20,16,180,182
450,6,528,170,22,16,539,178
450,8,244,102,16,16,252,110
450,37,436,301,18,13,445,308
451,1,244,246,18,17,253,254
451,3,48,176,22,14,59,183
451,5,170,174,20,16,180,182
451,6,528,170,22,16,539,178
451,8,244,102,16,16,252,110
451,37,433,303,19,13,442,310
452,1,244,246,18,17,253,254
452,3,48,176,22,14,59,183
452,5,170,174,20,16,180,182
452,6,528,170,22,16,539,178
452,8,244,102,16,16,252,110
452,37,430,305,18,13,439,311
453,1,244,246,18,17,253,254
453,3,48,176,22,14,59,183
453,5,170,174,20,16,180,182
453,6,528,170,22,16,539,178
453,8,244,102,16,16,252,110
453,37,428,306,18,13,437,313
454,1,244,246,18,17,253,254
454,3,48,176,22,14,59,183
454,5,170,174,20,16,180,182
454,6,528,170,22,16,539,178
454,8,244,102,16,16,252,110
454,37,425,308,19,14,434,315
455,1,244,246,18,17,253,254
455,3,48,176,22,14,59,183
455,5,170,174,20,16,180,182
455,6,528,170,22,16,539,178
455,8,244,102,16,16,252,110
455,37,422,310,19,13,431,316
456,1,244,246,18,17,253,254
456,3,48,176,22,14,59,183
456,5,170,174,20,16,180,182
456,6,528,170,22,16,539,178
456,8,244,102,16,16,252,110
456,37,420,311,18,13,429,318
457,1,244,246,18,17,253,254
457,3,48,176,22,14,59,183
457,5,170,174,20,16,180,182
457,6,528,170,22,16,539,178
457,8,244,102,16,16,252,110
457,37,418,312,18,13,427,319
458,1,244,246,18,17,253,254
458,3,48,176,22,14,59,183
458,5,170,174,20,16,180,182
458,6,528,170,22,16,539,178
458,8,244,102,16,16,252,110
458,37,416,312,18,13,425,318
459,1,244,246,18,17,253,254
459,3,48,176,22,14,59,183
459,5,170,174,20,16,180,182
459,6,528,170,22,16,539,178
459,8,244,102,16,16,252,110
459,37,414,311,18,13,423,318
460,1,244,246,18,17,253,254
460,3,48,176,22,14,59,183
460,5,170,174,20,16,180,182
460,6,528,170,22,16,539,178
460,8,244,102,16,16,252,110
460,37,412,311,19,13,421,317
461,1,244,246,18,17,253,254
461,3,48,176,22,14,59,183
461,5,170,174,20,16,180,182
461,6,528,170,22,16,539,178
461,8,244,102,16,16,252,110
461,37,410,310,20,13,420,316
462,1,244,246,18,17,253,254
462,3,48,176,22,14,59,183
462,5,170,174,20,16,180,182
462,6,528,170,22,16,539,178
462,8,244,102,16,16,252,110
462,37,408,309,20,13,418,315
463,1,244,246,18,17,253,254
463,3,48,176,22,14,59,183
463,5,170,174,20,16,180,182
463,6,528,170,22,16,539,178
463,8,244,102,16,16,252,110
463,37,406,307,20,13,416,314
464,1,244,246,18,17,253,254
464,3,48,176,22,14,59,183
464,5,170,174,20,16,180,182
464,6,528,170,22,16,539,178
464,8,244,102,16,16,252,110
464,37,404,307,19,14,414,314
465,1,244,246,18,17,253,254
465,3,48,176,22,14,59,183
465,5,170,174,20,16,180,182
465,6,528,170,22,16,539,178
465,8,244,102,16,16,252,110
465,37,402,306,19,13,412,313
466,1,244,246,18,17,253,254
466,3,48,176,22,14,59,183
466,5,170,174,20,16,180,182
466,6,528,170,22,16,539,178
466,8,244,102,16,16,252,110
466,37,401,305,18,13,411,312
467,1,244,246,18,17,253,254
467,3,48,176,22,14,59,183
467,5,170,174,20,16,180,182
467,6,528,170,22,16,539,178
467,8,244,102,16,16,252,110
467,37,400,305,18,13,409,311
468,1,244,246,18,17,253,254
468,3,48,176,22,14,59,183
468,5,170,174,20,16,180,182
468,6,528,170,22,16,539,178
468,8,244,102,16,16,252,110
468,37,398,304,18,13,407,311
469,1,244,246,18,17,253,254
469,3,48,176,22,14,59,183
469,5,170,174,20,16,180,182
469,6,528,170,22,16,539,178
469,8,244,102,16,16,252,110
469,37,397,304,18,12,406,310
470,1,244,246,18,17,253,254
470,3,48,176,22,14,59,183
470,5,170,174,20,16,180,182
470,6,528,170,22,16,539,178
470,8,244,102,16,16,252,110
470,37,395,303,19,12,404,309
471,1,244,246,18,17,253,254
471,3,48,176,22,14,59,183
471,5,170,174,20,16,180,182
471,6,528,170,22,16,539,178
471,8,244,102,16,16,252,110
471,37,393,302,19,12,402,308
472,1,244,246,18,17,253,254
472,3,48,176,22,14,59,183
472,5,170,174,20,16,180,182
472,6,528,170,22,16,539,178
472,8,244,102,16,16,252,110
472,37,391,302,18,12,401,308
473,1,244,246,18,17,253,254
473,3,48,176,22,14,59,183
473,5,170,174,20,16,180,182
473,6,528,170,22,16,539,178
473,8,244,102,16,16,252,110
473,37,390,301,19,12,399,307
473,39,383,248,14,14,390,255
474,1,244,246,18,17,253,254
474,3,48,176,22,14,59,183
474,5,170,174,20,16,180,182
474,6,528,170,22,16,539,178
474,8,244,102,16,16,252,110
474,37,388,300,19,12,398,306
474,39,383,248,14,14,390,255
475,1,244,246,18,17,253,254
475,3,48,176,22,14,59,183
475,5,170,174,20,16,180,182
475,6,528,170,22,16,539,178
475,8,244,102,16,16,252,110
475,37,386,300,19,12,396,306
475,39,383,248,14,14,390,255
476,1,244,246,18,17,253,254
476,3,48,176,22,14,59,183
476,5,170,174,20,16,180,182
476,6,528,170,22,16,539,178
476,8,244,102,16,16,252,110
476,37,385,299,18,13,395,305
476,39,383,248,14,14,390,255
477,1,244,246,18,17,253,254
477,3,48,176,22,14,59,183
477,5,170,174,20,16,180,182
477,6,528,170,22,16,539,178
477,8,244,102,16,16,252,110
477,37,384,298,19,13,393,304
477,39,383,248,14,14,390,255
478,1,244,246,18,17,253,254
478,3,48,176,22,14,59,183
478,5,170,174,20,16,180,182
478,6,528,170,22,16,539,178
478,8,244,102,16,16,252,110
478,37,382,297,19,13,392,303
478,39,383,248,14,14,390,255
479,1,244,246,18,17,253,254
479,3,48,176,22,14,59,183
479,5,170,174,20,16,180,182
479,6,528,170,22,16,539,178
479,8,244,102,16,16,252,110
479,37,381,296,18,13,391,302
479,39,383,248,14,14,390,255
480,1,244,246,18,16,253,255
480,3,48,176,22,14,59,183
480,5,170,174,20,16,180,182
480,6,528,170,22,16,539,178
480,8,244,102,16,16,252,110
480,37,380,295,19,13,390,301
480,39,383,248,14,14,390,255
481,1,244,247,18,16,253,255
481,3,48,176,22,14,59,183
481,5,170,174,20,16,180,182
481,6,528,170,22,16,539,178
481,8,244,102,16,16,252,110
481,37,378,294,19,14,388,301
481,39,383,248,14,14,390,255
482,1,244,247,18,16,253,255
482,3,48,176,22,14,59,183
482,5,170,174,20,16,180,182
482,6,528,170,22,16,539,178
482,8,244,102,16,16,252,110
482,37,378,294,18,14,387,301
482,39,383,248,14,14,390,255
483,1,244,247,18,16,253,255
483,3,48,176,22,14,59,183
483,5,170,174,20,16,180,182
483,6,528,170,22,16,539,178
483,8,244,102,16,16,252,110
483,37,376,293,19,13,385,299
483,39,383,248,14,14,390,255
484,1,244,247,18,16,253,255
484,3,48,176,22,14,59,183
484,5,170,174,20,16,180,182
484,6,528,170,22,16,539,178
484,8,244,102,16,16,252,110
484,37,374,292,19,14,384,299
484,39,383,248,14,14,390,255
485,1,244,247,18,16,253,255
485,3,48,176,22,14,59,183
485,5,170,174,20,16,180,182
485,6,528,170,22,16,539,178
485,8,244,102,16,16,252,110
485,37,374,292,18,14,383,299
485,39,383,248,14,14,390,255
486,1,244,247,18,16,253,255
486,3,48,176,22,14,59,183
486,5,170,174,20,16,180,182
486,6,528,170,22,16,539,178
486,8,244,102,16,16,252,110
486,37,372,291,18,13,381,297
486,39,383,248,14,14,390,255
487,1,244,247,18,16,253,255
487,3,48,176,22,14,59,183
487,5,170,174,20,16,180,182
487,6,528,170,22,16,539,178
487,8,244,102,16,16,252,110
487,37,371,290,19,14,380,297
487,39,383,248,14,14,390,255
488,1,244,247,18,16,253,255
488,3,48,176,22,14,59,183
488,5,170,174,20,16,180,182
488,6,528,170,22,16,539,178
488,8,244,102,16,16,252,110
488,37,370,290,18,14,379,297
488,39,383,248,14,14,390,255
489,1,244,247,18,16,253,255
489,3,48,176,22,14,59,183
489,5,170,174,20,16,180,182
489,6,528,170,22,16,539,178
489,8,244,102,16,16,252,110
489,37,369,289,18,14,378,296
489,39,383,248,14,14,390,255
490,1,244,247,18,16,253,255
490,3,48,176,22,14,59,183
490,5,170,174,20,16,180,182
490,6,528,170,22,16,539,178
490,8,244,102,16,16,252,110
490,37,367,288,19,14,376,295
490,39,383,248,14,14,390,255
491,1,244,247,18,16,253,255
491,3,48,176,22,14,59,183
491,5,170,174,20,16,180,182
491,6,528,170,22,16,539,178
491,8,244,102,16,16,252,110
491,37,365,288,19,14,375,295
491,39,383,248,14,14,390,255
491,40,127,352,12,8,133,356
492,1,244,247,18,16,253,255
492,3,48,176,22,14,59,183
492,5,170,174,20,16,180,182
492,6,528,170,22,16,539,178
492,8,244,102,16,16,252,110
492,37,364,288,19,13,374,294
492,39,383,248,14,14,390,255
492,40,127,352,12,8,133,356
493,1,244,247,18,16,253,255
493,3,48,176,22,14,59,183
493,5,170,174,20,16,180,182
493,6,528,170,22,16,539,178
493,8,244,102,16,16,252,110
493,37,364,287,18,13,373,293
493,39,383,248,14,14,390,255
493,40,127,352,12,8,133,356
494,1,244,247,18,16,253,255
494,3,48,176,22,14,59,183
494,5,170,174,20,16,180,182
494,6,528,170,22,16,539,178
494,8,244,102,16,16,252,110
494,37,362,286,19,14,372,293
494,39,383,248,14,14,390,255
494,40,127,352,12,8,133,356
495,1,244,247,18,16,253,255
495,3,48,176,22,14,59,183
495,5,170,174,20,16,180,182
495,6,528,170,22,16,539,178
495,8,244,102,16,16,252,110
495,37,362,286,18,14,371,293
495,39,383,248,14,14,390,255
495,40,127,352,12,8,133,356
496,1,244,247,18,16,253,255
496,3,48,176,22,14,59,183
496,5,170,174,20,16,180,182
496,6,528,170,22,16,539,178
496,8,244,102,16,16,252,110
496,37,361,286,18,13,370,292
496,39,383,248,14,14,390,255
496,40,127,352,12,8,133,356
497,1,244,247,18,16,253,255
497,3,48,176,22,14,59,183
497,5,170,174,20,16,180,182
497,6,528,170,22,16,539,178
497,8,244,102,16,16,252,110
497,37,360,285,18,13,369,291
497,39,383,248,14,14,390,255
497,40,127,352,12,8,133,356
498,1,244,247,18,16,253,255
498,3,48,176,22,14,59,183
498,5,170,174,20,16,180,182
498,6,528,170,22,16,539,178
498,8,244,102,16,16,252,110
498,37,359,284,18,14,368,291
498,39,383,248,14,14,390,255
498,40,127,352,12,8,133,356
499,1,244,247,18,16,253,255
499,3,48,176,22,14,59,183
499,5,170,174,20,16,180,182
499,6,528,170,22,16,539,178
499,8,244,102,16,16,252,110
499,37,358,283,18,13,367,290
499,39,383,248,14,14,390,255
499,40,127,352,12,8,133,356
500,1,244,247,18,16,253,255
500,3,48,176,22,14,59,183
500,5,170,174,20,16,180,182
500,6,528,170,22,16,539,178
500,8,244,102,16,16,252,110
500,37,357,284,19,12,366,290
500,39,383,248,14,14,390,255
500,40,127,352,12,8,133,356
501,1,244,247,18,16,253,255
501,3,48,176,22,14,59,183
501,5,170,174,20,16,180,182
501,6,528,170,22,16,539,178
501,8,244,102,16,16,252,110
501,37,356,283,18,13,365,289
501,39,383,248,14,14,390,255
501,40,127,352,12,8,133,356
502,1,244,247,18,16,253,255
502,3,48,176,22,14,59,183
502,5,170,174,20,16,180,182
502,6,528,170,22,16,539,178
502,8,244,102,16,16,252,110
502,37,353,281,21,16,364,289
502,39,383,248,14,14,390,255
503,1,244,247,18,16,253,255
503,3,48,176,22,14,59,183
503,5,170,174,20,16,180,182
503,6,528,170,22,16,539,178
503,8,244,102,16,16,252,110
503,37,353,281,19,15,363,289
503,39,383,248,14,14,390,255
504,1,244,247,18,16,253,255
504,3,48,176,22,14,59,183
504,5,170,174,20,16,180,182
504,6,528,170,22,16,539,178
504,8,244,102,16,16,252,110
504,37,353,281,18,14,362,288
504,39,383,248,14,14,390,255
505,1,244,247,18,16,253,255
505,3,48,176,22,14,59,183
505,5,170,174,20,16,180,182
505,6,528,170,22,16,539,178
505,8,244,102,16,16,252,110
505,37,352,281,18,13,361,287
505,39,383,248,14,14,390,255
506,1,244,247,18,16,253,255
506,3,48,176,22,14,59,183
506,5,170,174,20,16,180,182
506,6,528,170,22,16,539,178
506,8,244,102,16,16,252,110
506,37,351,280,19,13,360,287
506,39,383,248,14,14,390,255
507,1,244,247,18,16,253,255
507,3,48,176,22,14,59,183
507,5,170,174,20,16,180,182
507,6,528,170,22,16,539,178
507,8,244,102,16,16,252,110
507,37,354,280,14,14,361,287
507,39,383,248,14,14,390,255
508,1,244,247,18,16,253,255
508,3,48,176,22,14,59,183
508,5,170,174,20,16,180,182
508,6,528,170,22,16,539,178
508,8,244,102,16,16,252,110
508,37,351,279,17,13,359,286
508,39,383,248,14,14,390,255
509,1,244,247,18,16,253,255
509,3,48,176,22,14,59,183
509,5,170,174,20,16,180,182
509,6,528,170,22,16,539,178
509,8,244,102,16,16,252,110
509,37,352,280,14,12,359,286
509,39,383,248,14,14,390,255
510,1,244,247,18,16,253,255
510,3,48,176,22,14,59,183
510,5,170,174,20,16,180,182
510,6,528,170,22,16,539,178
510,8,244,102,16,16,252,110
510,37,351,280,15,12,358,286
510,39,383,248,14,14,390,255
511,1,244,247,18,16,253,255
511,3,48,176,22,14,59,183
511,5,170,174,20,16,180,182
511,6,528,170,22,16,539,178
511,8,244,102,16,16,252,110
511,37,348,279,17,13,356,285
511,39,383,248,14,14,390,255
512,1,244,247,18,16,253,255
512,3,48,176,22,14,59,183
512,5,170,174,20,16,180,182
512,6,528,170,22,16,539,178
512,8,244,102,16,16,252,110
512,37,346,278,18,13,355,284
512,39,383,248,14,14,390,255
513,1,244,247,18,16,253,255
513,3,48,176,22,14,59,183
513,5,170,174,20,16,180,182
513,6,528,170,22,16,539,178
513,8,244,102,16,16,252,110
513,37,346,277,18,13,355,284
513,39,383,248,14,14,390,255
514,1,244,247,18,16,253,255
514,3,48,176,22,14,59,183
514,5,170,174,20,16,180,182
514,6,528,170,22,16,539,178
514,8,244,102,16,16,252,110
514,37,348,278,16,12,356,284
514,39,383,248,14,14,390,255
515,1,244,247,18,16,253,255
515,3,48,176,22,14,59,183
515,5,170,174,20,16,180,182
515,6,528,170,22,16,539,178
515,8,244,102,16,16,252,110
515,37,346,278,16,12,354,284
515,39,383,248,14,14,390,255
516,1,244,247,18,16,253,255
516,3,48,176,22,14,59,183
516,5,170,174,20,16,180,182
516,6,528,170,22,16,539,178
516,8,244,102,16,16,252,110
516,37,346,278,16,12,354,284
516,39,383,248,14,14,390,255
517,1,244,247,18,16,253,255
517,3,48,176,22,14,59,183
517,5,170,174,20,16,180,182
517,6,528,170,22,16,539,178
517,8,244,102,16,16,252,110
517,37,347,277,13,13,354,283
517,39,383,248,14,14,390,255
518,1,244,247,18,16,253,255
518,3,48,176,22,14,59,183
518,5,170,174,20,16,180,182
518,6,528,170,22,16,539,178
518,8,244,102,16,16,252,110
518,37,346,276,13,13,353,282
518,39,383,248,14,14,390,255
519,1,244,247,18,16,253,255
519,3,48,176,22,14,59,183
519,5,170,174,20,16,180,182
519,6,528,170,22,16,539,178
519,8,244,102,16,16,252,110
519,37,346,275,14,13,353,282
519,39,383,248,14,14,390,255
520,1,244,247,18,16,253,255
520,3,48,176,22,14,59,183
520,5,170,174,20,16,180,182
520,6,528,170,22,16,539,178
520,8,244,102,16,16,252,110
520,37,346,275,14,13,353,282
520,39,383,248,14,14,390,255
521,1,244,247,18,16,253,255
521,3,48,176,22,14,59,183
521,5,170,174,20,16,180,182
521,6,528,170,22,16,539,178
521,8,244,102,16,16,252,110
521,37,345,276,13,12,351,282
521,39,383,248,14,14,390,255
522,1,244,247,18,16,253,255
522,3,48,176,22,14,59,183
522,5,170,174,20,16,180,182
522,6,528,170,22,16,539,178
522,8,244,102,16,16,252,110
522,37,344,276,14,12,351,282
522,39,383,248,14,14,390,255
523,1,244,247,18,16,253,255
523,3,48,176,22,14,59,183
523,5,170,174,20,16,180,182
523,6,528,170,22,16,539,178
523,8,244,102,16,16,252,110
523,37,343,275,13,13,350,281
523,39,383,248,14,14,390,255
524,1,244,247,18,16,253,255
524,3,48,176,22,14,59,183
524,5,170,174,20,16,180,182
524,6,528,170,22,16,539,178
524,8,244,102,16,16,252,110
524,37,343,274,13,13,350,281
524,39,383,248,14,14,390,255
525,1,244,247,18,16,253,255
525,3,48,176,22,14,59,183
525,5,170,174,20,16,180,182
525,6,528,170,22,16,539,178
525,8,244,102,16,16,252,110
525,37,344,274,12,13,350,281
525,39,383,248,14,14,390,255
526,1,244,247,18,16,253,255
526,3,48,176,22,14,59,183
526,5,170,174,20,16,180,182
526,6,528,170,22,16,539,178
526,8,244,102,16,16,252,110
526,37,342,274,13,14,349,281
526,39,383,248,14,14,390,255
527,1,244,247,18,16,253,255
527,3,48,176,22,14,59,183
527,5,170,174,20,16,180,182
527,6,528,170,22,16,539,178
527,8,244,102,16,16,252,110
527,37,342,274,14,13,349,280
527,39,383,248,14,14,390,255
528,1,244,247,18,16,253,255
528,3,48,176,22,14,59,183
528,5,170,174,20,16,180,182
528,6,528,170,22,16,539,178
528,8,244,102,16,16,252,110
528,37,341,273,13,13,348,280
528,39,383,248,14,14,390,255
529,1,244,247,18,16,253,255
529,3,48,176,22,14,59,183
529,5,170,174,20,16,180,182
529,6,528,170,22,16,539,178
529,8,244,102,16,16,252,110
529,37,341,273,13,13,348,280
529,39,383,248,14,14,390,255
530,1,244,247,18,16,253,255
530,3,48,176,22,14,59,183
530,5,170,174,20,16,180,182
530,6,528,170,22,16,539,178
530,8,244,102,16,16,252,110
530,37,339,274,15,12,346,280
530,39,383,248,14,14,390,255
531,1,244,247,18,16,253,255
531,3,48,176,22,14,59,183
531,5,170,174,20,16,180,182
531,6,528,170,22,16,539,178
531,8,244,102,16,16,252,110
531,37,339,274,14,12,347,280
531,39,383,248,14,14,390,255
532,1,244,247,18,16,253,255
532,3,48,176,22,14,59,183
532,5,170,174,20,16,180,182
532,6,528,170,22,16,539,178
532,8,244,102,16,16,252,110
532,37,340,274,14,12,347,280
532,39,383,248,14,14,390,255
533,1,244,247,18,16,253,255
533,3,48,176,22,14,59,183
533,5,170,174,20,16,180,182
533,6,528,170,22,16,539,178
533,8,244,102,16,16,252,110
533,37,340,274,14,12,347,280
533,39,383,248,14,14,390,255
534,1,244,247,18,16,253,255
534,3,48,176,22,14,59,183
534,5,170,174,20,16,180,182
534,6,528,170,22,16,539,178
534,8,244,102,16,16,252,110
534,37,339,273,13,13,346,279
534,39,383,248,14,14,390,255
535,1,244,247,18,16,253,255
535,3,48,176,22,14,59,183
535,5,170,174,20,16,180,182
535,6,528,170,22,16,539,178
535,8,244,102,16,16,252,110
535,37,337,273,15,13,345,279
535,39,383,248,14,14,390,255
536,1,244,247,18,16,253,255
536,3,48,176,22,14,59,183
536,5,170,174,20,16,180,182
536,6,528,170,22,16,539,178
536,8,244,102,16,16,252,110
536,37,338,273,14,12,345,279
536,39,383,248,14,14,390,255
537,1,244,247,18,16,253,255
537,3,48,176,22,14,59,183
537,5,170,174,20,16,180,182
537,6,528,170,22,16,539,178
537,8,244,102,16,16,252,110
537,37,338,273,14,12,345,279
537,39,383,248,14,14,390,255
538,1,244,247,18,16,253,255
538,3,48,176,22,14,59,183
538,5,170,174,20,16,180,182
538,6,528,170,22,16,539,178
538,8,244,102,16,16,252,110
538,37,338,273,14,12,345,279
538,39,383,248,14,14,390,255
539,1,244,247,18,16,253,255
539,3,48,176,22,14,59,183
539,5,170,174,20,16,180,182
539,6,528,170,22,16,539,178
539,8,244,102,16,16,252,110
539,37,338,273,14,12,345,279
539,39,383,248,14,14,390,255
540,1,244,247,18,16,253,255
540,3,48,176,22,14,59,183
540,5,170,174,20,16,180,182
540,6,528,170,22,16,539,178
540,8,244,102,16,16,252,110
540,37,338,273,14,12,345,279
540,39,383,248,14,14,390,255
541,1,244,247,18,16,253,255
541,3,48,176,22,14,59,183
541,5,170,174,20,16,180,182
541,6,528,170,22,16,539,178
541,8,244,102,16,16,252,110
541,37,338,273,14,11,345,278
541,39,383,248,14,14,390,255
542,1,244,247,18,16,253,255
542,3,48,176,22,14,59,183
542,5,170,174,20,16,180,182
542,6,528,170,22,16,539,178
542,8,244,102,16,16,252,110
542,37,338,272,14,12,345,278
542,39,383,248,14,14,390,255
543,1,244,247,18,16,253,255
543,3,48,176,22,14,59,183
543,5,170,174,20,16,180,182
543,6,528,170,22,16,539,178
543,8,244,102,16,16,252,110
543,37,338,272,14,12,345,278
543,39,383,248,14,14,390,255
544,1,244,247,18,16,253,255
544,3,48,176,22,14,59,183
544,5,170,174,20,16,180,182
544,6,528,170,22,16,539,178
544,8,244,102,16,16,252,110
544,37,338,272,13,12,344,278
544,39,383,248,14,14,390,255
545,1,244,247,18,16,253,255
545,3,48,176,22,14,59,183
545,5,170,174,20,16,180,182
545,6,528,170,22,16,539,178
545,8,244,102,16,16,252,110
545,37,338,272,12,12,344,278
545,39,383,248,14,14,390,255
546,1,244,247,18,16,253,255
546,3,48,176,22,14,59,183
546,5,170,174,20,16,180,182
546,6,528,170,22,16,539,178
546,8,244,102,16,16,252,110
546,37,338,271,12,12,344,277
546,39,383,248,14,14,390,255
547,1,244,247,18,16,253,255
547,3,48,176,22,14,59,183
547,5,170,174,20,16,180,182
547,6,528,170,22,16,539,178
547,8,244,102,16,16,252,110
547,37,338,271,12,13,344,277
548,1,244,247,18,16,253,255
548,3,48,176,22,14,59,183
548,5,170,174,20,16,180,182
548,6,528,170,22,16,539,178
548,8,244,102,16,16,252,110
548,37,338,271,12,13,344,277
549,1,244,247,18,16,253,255
549,3,48,176,22,14,59,183
549,5,170,174,20,16,180,182
549,6,528,170,22,16,539,178
549,8,244,102,16,16,252,110
549,37,337,270,13,13,343,277
550,1,244,247,18,16,253,255
550,3,48,176,22,14,59,183
550,5,170,174,20,16,180,182
550,6,528,170,22,16,539,178
550,8,244,102,16,16,252,110
550,37,337,270,13,13,343,277
551,1,244,247,18,16,253,255
551,3,48,176,22,14,59,183
551,5,170,174,20,16,180,182
551,6,528,170,22,16,539,178
551,8,244,102,16,16,252,110
551,37,336,270,13,13,343,277
552,1,244,247,18,16,253,255
552,3,48,176,22,14,59,183
552,5,170,174,20,16,180,182
552,6,528,170,22,16,539,178
552,8,244,102,16,16,252,110
552,37,336,270,13,13,343,277
553,1,244,247,18,16,253,255
553,3,48,176,22,14,59,183
553,5,170,174,20,16,180,182
553,6,528,170,22,16,539,178
553,8,244,102,16,16,252,110
553,37,336,270,13,13,343,277
554,1,244,247,18,16,253,255
554,3,48,176,22,14,59,183
554,5,170,174,20,16,180,182
554,6,528,170,22,16,539,178
554,8,244,102,16,16,252,110
554,37,336,270,13,13,343,277
555,1,244,247,18,16,253,255
555,3,48,176,22,14,59,183
555,5,170,174,20,16,180,182
555,6,528,170,22,16,539,178
555,8,244,102,16,16,252,110
555,37,336,270,13,13,343,277
556,1,244,247,18,16,253,255
556,3,48,176,22,14,59,183
556,5,170,174,20,16,180,182
556,6,528,170,22,16,539,178
556,8,244,102,16,16,252,110
556,37,336,270,13,13,343,277
557,1,244,247,18,16,253,255
557,3,48,176,22,14,59,183
557,5,170,174,20,16,180,182
557,6,528,170,22,16,539,178
557,8,244,102,16,16,252,110
557,37,336,270,13,13,343,277
558,1,244,247,18,16,253,255
558,3,48,176,22,14,59,183
558,5,170,174,20,16,180,182
558,6,528,170,22,16,539,178
558,8,244,102,16,16,252,110
558,37,336,270,13,13,343,277
559,1,244,247,18,16,253,255
559,3,48,176,22,14,59,183
559,5,170,174,20,16,180,182
559,6,528,170,22,16,539,178
559,8,244,102,16,16,252,110
559,37,336,270,13,13,343,277
560,1,244,247,18,16,253,255
560,3,48,176,22,14,59,183
560,5,170,174,20,16,180,182
560,6,528,170,22,16,539,178
560,8,244,102,16,16,252,110
560,37,336,270,13,13,343,277
561,1,244,247,18,16,253,255
561,3,48,176,22,14,59,183
561,5,170,174,20,16,180,182
561,6,528,170,22,16,539,178
561,8,244,102,16,16,252,110
561,37,336,270,13,13,343,277
562,1,244,247,18,16,253,255
562,3,48,176,22,14,59,183
562,5,170,174,20,16,180,182
