frame,x,y,w,h,cx,cy
856,259,312,78,46,298,335
856,524,121,23,12,535,127
856,316,129,21,12,326,135
856,332,175,41,39,352,194
856,234,147,23,11,245,152
856,575,124,19,10,584,129
856,260,129,18,10,269,134
856,492,108,15,10,499,113
856,332,174,42,39,353,193
856,624,135,15,18,631,144
857,258,203,51,43,283,224
857,282,148,24,17,294,156
857,127,269,68,57,161,297
857,332,179,46,41,355,199
857,571,124,19,10,580,129
857,234,147,23,14,245,154
857,522,120,24,12,534,126
857,492,107,15,11,499,112
857,314,129,23,14,325,136
857,260,337,73,21,296,347
857,259,131,19,11,268,136
857,618,133,21,19,628,142
857,331,179,46,41,354,199
858,258,203,51,43,283,224
858,282,148,24,17,294,156
858,127,269,68,57,161,297
858,332,179,46,41,355,199
858,571,124,19,10,580,129
858,233,147,23,14,244,154
858,522,120,24,12,534,126
858,491,107,15,10,498,112
858,314,129,23,14,325,136
858,260,337,73,21,296,347
858,259,131,19,11,268,136
858,618,133,21,19,628,142
858,313,125,24,17,325,133
859,257,208,53,43,283,229
859,122,277,71,63,157,308
859,333,182,48,43,357,203
859,281,150,25,17,293,158
859,569,124,18,9,578,128
859,231,148,23,14,242,155
859,615,133,24,19,627,142
859,315,132,23,11,326,137
859,520,120,24,10,532,125
859,258,131,19,11,267,136
860,256,211,54,47,283,234
860,115,286,74,63,152,317
860,280,151,25,17,292,159
860,230,148,24,15,242,155
860,567,124,19,9,576,128
860,612,132,27,19,625,141
860,335,186,48,44,359,208
860,517,120,25,10,529,125
860,335,185,48,44,359,207
860,491,107,13,9,497,111
860,314,131,23,13,325,137
860,258,131,18,12,267,137
861,256,211,54,47,283,234
861,115,286,73,63,151,317
861,280,151,25,17,292,159
861,230,148,24,15,242,155
861,567,124,19,9,576,128
861,612,132,27,19,625,141
861,335,186,48,44,359,208
861,316,131,22,13,327,137
861,517,120,25,10,529,125
861,335,185,48,44,359,207
861,258,131,19,12,267,137
862,256,211,54,47,283,234
862,115,286,74,63,152,317
862,280,151,25,17,292,159
862,231,148,24,15,243,155
862,567,124,19,9,576,128
862,335,186,48,44,359,208
862,612,132,27,19,625,141
862,517,120,25,10,529,125
862,335,185,48,44,359,207
862,314,131,23,13,325,137
862,258,131,19,12,267,137
862,491,108,12,9,497,112
863,255,219,57,50,283,244
863,564,123,18,9,573,127
863,101,306,80,53,141,332
863,279,153,26,18,292,162
863,228,148,25,17,240,156
863,606,132,26,18,619,141
863,489,107,13,9,495,111
863,515,119,25,10,527,124
863,256,132,19,13,265,138
863,337,191,51,47,362,214
863,337,191,52,47,363,214
863,269,119,16,10,277,124
863,314,131,23,15,325,138
864,255,219,57,50,283,244
864,101,306,80,53,141,332
864,279,153,26,18,292,162
864,564,123,18,9,573,127
864,228,148,24,17,240,156
864,606,132,26,18,619,141
864,489,107,13,9,495,111
864,256,132,19,13,265,138
864,337,191,51,47,362,214
864,515,119,25,10,527,124
864,337,192,52,47,363,215
864,269,119,16,10,277,124
864,314,132,23,15,325,139
865,254,223,59,52,283,249
865,278,155,27,18,291,164
865,563,123,16,8,571,127
865,227,149,25,17,239,157
865,96,317,81,41,136,337
865,603,131,27,18,616,140
865,255,133,21,12,265,139
865,339,195,54,50,366,220
865,268,119,17,10,276,124
865,318,134,20,13,328,140
865,514,119,21,10,524,124
865,489,108,13,8,495,112
866,252,230,61,53,282,256
866,278,156,27,18,291,165
866,600,131,25,17,612,139
866,560,122,18,9,569,126
866,226,151,25,17,238,159
866,95,330,74,28,132,344
866,253,135,21,11,263,140
866,268,119,17,10,276,124
866,340,197,57,52,368,223
866,489,107,13,9,495,111
866,318,135,21,13,328,141
867,253,229,61,54,283,256
867,278,156,27,18,291,165
867,600,131,25,17,612,139
867,561,122,18,9,570,126
867,226,151,25,17,238,159
867,95,330,74,28,132,344
867,253,135,21,11,263,140
867,268,119,17,10,276,124
867,340,198,57,52,368,224
867,318,135,21,13,328,141
867,489,107,13,8,495,111
868,253,230,61,53,283,256
868,278,156,27,18,291,165
868,600,131,25,17,612,139
868,561,122,18,9,570,126
868,226,151,25,17,238,159
868,96,330,74,28,133,344
868,253,135,21,11,263,140
868,268,119,17,10,276,124
868,340,198,57,52,368,224
868,489,107,13,9,495,111
868,318,135,21,13,328,141
868,340,199,56,51,368,224
869,556,120,19,9,565,124
869,277,159,27,19,290,168
869,251,239,67,59,284,268
869,251,135,21,12,261,141
869,594,130,26,16,607,138
869,223,153,26,18,236,162
869,344,207,60,55,374,234
869,267,120,17,11,275,125
869,509,116,26,13,522,122
869,318,135,21,15,328,142
870,556,121,18,9,565,125
870,277,159,27,19,290,168
870,250,239,67,60,283,269
870,223,154,26,17,236,162
870,594,130,26,17,607,138
870,251,135,22,12,262,141
870,344,207,60,55,374,234
870,267,120,17,11,275,125
870,509,116,26,13,522,122
870,318,135,21,15,328,142
871,277,159,28,21,291,169
871,556,120,17,9,564,124
871,591,130,24,16,603,138
871,250,244,68,63,284,275
871,223,153,26,18,236,162
871,251,136,21,12,261,142
871,267,121,16,11,275,126
871,347,211,62,59,378,240
871,509,116,24,12,521,122
871,317,136,22,15,328,143
871,347,211,62,58,378,240
872,554,120,18,9,563,124
872,277,162,28,20,291,172
872,221,153,27,20,234,163
872,249,248,71,68,284,282
872,588,129,25,16,600,137
872,250,138,21,11,260,143
872,266,121,17,11,274,126
872,349,216,66,61,382,246
872,318,137,22,15,329,144
872,507,116,25,10,519,121
873,555,120,18,9,564,124
873,277,162,28,20,291,172
873,221,153,27,20,234,163
873,249,248,71,68,284,282
873,588,129,25,16,600,137
873,250,138,21,11,260,143
873,266,121,17,11,274,126
873,349,216,65,61,381,246
873,318,137,22,15,329,144
873,507,116,25,10,519,121
874,554,120,18,9,563,124
874,277,162,28,20,291,172
874,221,153,26,20,234,163
874,249,248,71,68,284,282
874,588,129,25,16,600,137
874,250,138,21,11,260,143
874,266,121,17,11,274,126
874,349,216,65,61,381,246
874,318,137,22,15,329,144
874,507,116,25,10,519,121
875,276,165,30,21,291,175
875,218,156,28,21,232,166
875,245,262,78,76,284,300
875,584,129,24,14,596,136
875,506,116,25,10,518,121
875,250,140,20,10,260,145
875,552,120,16,9,560,124
875,354,226,73,69,390,260
875,353,226,73,69,389,260
875,265,121,17,11,273,126
876,276,165,30,21,291,175
876,218,156,28,21,232,166
876,245,262,78,76,284,300
876,584,129,24,14,596,136
876,250,140,20,10,260,145
876,506,116,25,10,518,121
876,552,120,16,9,560,124
876,354,226,73,69,390,260
876,353,226,73,69,389,260
876,297,118,14,10,304,123
876,265,121,17,11,273,126
877,275,167,30,22,290,178
877,243,273,84,75,285,310
877,216,158,28,21,230,168
877,550,119,16,9,558,123
877,581,127,26,15,594,134
877,510,115,19,9,519,119
877,357,233,76,73,395,269
877,248,141,21,10,258,146
877,297,118,15,10,304,123
877,265,121,16,11,273,126
878,274,168,30,22,289,179
878,243,283,86,75,286,320
878,215,160,28,20,229,170
878,548,119,17,9,556,123
878,247,141,23,11,258,146
878,513,115,14,9,520,119
878,361,239,79,77,400,277
878,578,128,25,14,590,135
878,296,118,15,11,303,123
878,263,122,17,10,271,127
879,274,168,30,22,289,179
879,243,283,86,75,286,320
879,215,160,28,20,229,170
879,548,119,17,9,556,123
879,513,115,14,9,520,119
879,247,141,23,11,258,146
879,361,239,79,77,400,277
879,578,128,25,14,590,135
879,296,118,15,10,303,123
879,263,122,17,11,271,127
880,275,168,30,23,290,179
880,243,283,86,75,286,320
880,215,160,28,19,229,169
880,548,119,17,9,556,123
880,514,115,14,9,521,119
880,247,141,23,11,258,146
880,361,239,79,77,400,277
880,578,128,25,14,590,135
880,295,118,16,11,303,123
880,263,122,17,10,271,127
881,273,172,32,23,289,183
881,211,162,30,22,226,173
881,240,303,94,55,287,330
881,245,141,23,13,256,147
881,513,115,12,9,519,119
881,545,118,18,9,554,122
881,572,127,27,13,585,133
881,245,135,23,19,256,144
881,368,253,89,88,412,297
881,367,253,90,88,412,297
881,294,118,16,13,302,124
881,261,123,17,11,269,128
881,484,105,13,8,490,109
882,273,172,32,23,289,183
882,211,162,30,22,226,173
882,240,303,94,55,287,330
882,245,141,23,13,256,147
882,572,127,27,14,585,134
882,545,118,17,9,553,122
882,513,115,12,9,519,119
882,368,253,90,88,413,297
882,244,135,23,19,255,144
882,367,253,90,88,412,297
882,294,118,16,13,302,124
882,261,123,17,11,269,128
883,273,174,32,24,289,186
883,209,163,31,23,224,174
883,244,143,24,12,256,149
883,543,118,17,9,551,122
883,373,262,93,92,419,308
883,243,136,24,19,255,145
883,571,126,26,13,584,132
883,372,262,94,92,419,308
883,261,123,17,11,269,128
883,294,118,17,12,302,124
883,513,114,12,8,519,118
883,239,314,94,43,286,335
884,272,177,33,24,288,189
884,208,164,30,24,223,176
884,243,144,24,12,255,150
884,377,271,100,86,427,314
884,569,126,27,13,582,132
884,543,118,16,9,551,122
884,242,138,25,18,254,147
884,294,119,18,11,303,124
884,260,124,18,10,269,129
884,621,134,18,11,630,139
885,272,177,33,24,288,189
885,208,164,30,24,223,176
885,243,144,24,12,255,150
885,377,271,100,86,427,314
885,543,118,16,9,551,122
885,569,126,27,13,582,132
885,242,138,25,18,254,147
885,294,119,18,11,303,124
885,260,124,18,11,269,129
885,620,134,18,11,629,139
885,481,104,15,9,488,108
886,272,177,33,24,288,189
886,208,164,30,24,223,176
886,243,144,24,12,255,150
886,377,271,100,86,427,314
886,543,118,16,9,551,122
886,569,126,26,13,582,132
886,242,139,25,17,254,147
886,294,120,18,11,303,125
886,260,124,18,11,269,129
886,621,134,18,11,630,139
887,271,181,35,25,288,193
887,205,168,32,25,221,180
887,242,146,23,13,253,152
887,540,117,16,8,548,121
887,564,126,26,12,577,132
887,565,124,27,12,578,130
887,258,127,19,10,267,132
887,388,293,110,64,443,325
887,388,293,111,65,443,325
887,504,113,19,8,513,117
888,271,181,35,25,288,193
888,205,168,32,25,221,180
888,242,146,23,13,253,152
888,540,117,17,8,548,121
888,564,126,26,12,577,132
888,565,124,27,12,578,130
888,258,127,19,10,267,132
888,388,293,111,64,443,325
888,388,293,110,64,443,325
888,503,113,20,8,513,117
889,270,183,35,26,287,196
889,204,170,32,25,220,182
889,258,127,19,10,267,132
889,562,126,24,12,574,132
889,241,148,22,12,252,154
889,540,117,15,8,547,121
889,395,306,109,52,449,332
889,613,134,22,9,624,138
889,623,139,16,14,631,146
890,270,186,36,28,288,200
890,201,172,34,26,218,185
890,240,149,24,12,252,155
890,257,128,18,11,266,133
890,622,139,17,13,630,145
890,559,125,28,13,573,131
890,538,116,16,8,546,120
891,270,186,36,28,288,200
891,201,172,34,27,218,185
891,240,149,24,12,252,155
891,257,128,18,11,266,133
891,622,139,17,13,630,145
891,559,125,28,13,573,131
891,538,116,16,8,546,120
892,270,186,36,28,288,200
892,201,172,34,26,218,185
892,240,149,24,12,252,155
892,257,128,18,11,266,133
892,622,139,17,13,630,145
892,560,125,28,13,574,131
892,538,116,16,8,546,120
893,269,192,38,28,288,206
893,197,175,35,28,214,189
893,236,149,27,14,249,156
893,254,128,20,11,264,133
893,555,124,28,12,569,130
893,320,152,25,18,332,161
893,536,115,15,9,543,119
893,611,137,25,14,623,144
894,269,192,38,28,288,206
894,197,175,35,28,214,189
894,236,150,27,14,249,157
894,254,128,20,11,264,133
894,555,124,28,12,569,130
894,536,115,15,9,543,119
894,611,137,25,14,623,144
894,321,152,25,18,333,161
895,268,195,38,29,287,209
895,195,177,36,28,213,191
895,608,137,23,13,619,143
895,236,153,26,12,249,159
895,253,128,20,12,263,134
895,321,154,25,17,333,162
895,553,124,29,12,567,130
895,535,115,14,8,542,119
896,268,198,39,30,287,213
896,193,181,37,28,211,195
896,552,123,27,11,565,128
896,252,128,20,12,262,134
896,235,153,26,13,248,159
896,534,115,15,8,541,119
896,603,134,26,15,616,141
896,601,130,26,18,614,139
897,268,198,39,30,287,213
897,193,181,37,28,211,195
897,252,128,20,12,262,134
897,552,123,27,11,565,128
897,236,154,26,13,249,160
897,534,115,15,8,541,119
897,603,134,26,15,616,141
897,601,130,25,18,613,139
898,268,198,39,30,287,213
898,193,181,37,28,211,195
898,552,123,27,10,565,128
898,252,128,20,12,262,134
898,235,153,26,13,248,159
898,534,115,15,8,541,119
898,603,134,26,15,616,141
898,601,130,26,18,614,139
899,267,205,42,32,288,221
899,188,185,39,31,207,200
899,234,156,25,13,246,162
899,251,129,19,13,260,135
899,549,123,23,11,560,128
899,596,129,25,18,608,138
899,532,114,15,8,539,118
899,549,121,28,11,563,126
899,322,158,28,19,336,167
900,267,205,42,32,288,221
900,189,184,38,33,208,200
900,234,154,26,14,247,161
900,252,129,18,13,261,135
900,596,129,25,18,608,138
900,548,121,29,11,562,126
900,532,115,14,7,539,118
900,322,159,28,18,336,168
901,266,208,44,33,288,224
901,594,129,24,18,606,138
901,233,155,26,14,246,162
901,251,130,19,13,260,136
901,186,187,40,31,206,202
901,531,115,15,8,538,119
901,546,121,29,12,560,127
901,323,160,28,19,337,169
901,546,123,27,11,559,128
902,266,212,44,34,288,229
902,184,189,40,32,204,205
902,231,156,27,15,244,163
902,591,129,23,17,602,137
902,251,130,19,13,260,136
902,529,114,15,8,536,118
902,545,120,29,12,559,126
902,323,162,28,19,337,171
902,544,123,27,10,557,128
903,266,212,44,34,288,229
903,184,190,40,32,204,206
903,231,156,27,15,244,163
903,591,129,23,17,602,137
903,251,130,19,13,260,136
903,529,113,15,8,536,117
903,545,120,29,12,559,126
903,323,162,28,19,337,171
903,544,123,27,10,557,128
904,266,212,44,34,288,229
904,184,190,41,32,204,206
904,231,156,27,15,244,163
904,591,129,23,17,602,137
904,251,130,19,13,260,136
904,529,113,15,8,536,117
904,323,162,28,19,337,171
904,545,120,29,12,559,126
904,544,123,27,10,557,128
905,263,220,48,37,287,238
905,228,156,29,18,242,165
905,324,165,30,21,339,175
905,586,127,23,17,597,135
905,179,196,42,33,200,212
905,249,131,20,13,259,137
905,528,114,14,7,535,117
905,540,122,17,9,548,126
905,556,121,15,9,563,125
905,541,122,22,10,552,127
906,263,220,48,37,287,238
906,228,156,29,18,242,165
906,324,165,30,21,339,175
906,586,127,22,17,597,135
906,179,196,42,33,200,212
906,249,131,20,13,259,137
906,527,114,14,7,534,117
906,540,122,17,9,548,126
906,556,121,15,9,563,125
907,263,225,49,39,287,244
907,227,158,29,17,241,166
907,175,197,44,36,197,215
907,247,133,21,13,257,139
907,583,127,23,16,594,135
907,526,114,14,7,533,117
907,324,167,30,21,339,177
907,539,122,17,9,547,126
907,539,121,22,10,550,126
907,556,120,13,9,562,124
908,263,229,50,41,288,249
908,173,202,45,36,195,220
908,226,158,29,20,240,168
908,580,127,23,16,591,135
908,247,134,21,13,257,140
908,324,168,32,22,340,179
908,525,114,14,8,532,118
908,538,121,17,10,546,126
908,555,120,12,9,561,124
908,537,120,29,11,551,125
909,263,229,50,42,288,250
909,173,202,45,36,195,220
909,226,159,28,19,240,168
909,579,127,23,16,590,135
909,247,134,21,13,257,140
909,324,168,32,22,340,179
909,525,113,14,8,532,117
909,538,121,17,10,546,126
909,555,120,12,9,561,124
909,537,120,30,11,552,125
910,263,229,50,41,288,249
910,173,202,45,36,195,220
910,226,158,28,20,240,168
910,580,127,23,16,591,135
910,247,134,21,13,257,140
910,324,168,32,22,340,179
910,525,114,14,8,532,118
910,538,121,17,10,546,126
910,555,120,12,9,561,124
910,537,120,30,11,552,125
911,263,240,53,45,289,262
911,327,172,33,23,343,183
911,167,207,48,40,191,227
911,245,135,21,12,255,141
911,575,126,23,15,586,133
911,225,164,29,17,239,172
911,534,121,16,8,542,125
911,264,120,18,12,273,126
912,263,240,53,45,289,262
912,327,172,33,23,343,183
912,167,207,48,40,191,227
912,245,135,21,13,255,141
912,575,126,23,16,586,134
912,225,165,29,16,239,173
912,534,121,16,8,542,125
912,265,120,18,12,274,126
913,261,247,56,46,289,270
913,163,212,48,41,187,232
913,327,175,33,22,343,186
913,222,164,31,19,237,173
913,244,135,21,13,254,141
913,572,125,23,15,583,132
913,532,121,17,8,540,125
913,264,120,18,12,273,126
914,259,253,59,49,288,277
914,221,166,32,19,237,175
914,243,136,20,14,253,143
914,328,178,34,24,345,190
914,570,125,23,15,581,132
914,159,217,51,42,184,238
914,531,120,16,9,539,124
914,263,120,19,12,272,126
915,259,253,59,49,288,277
915,221,166,32,19,237,175
915,243,136,20,14,253,143
915,570,125,23,15,581,132
915,328,178,34,23,345,189
915,159,217,51,42,184,238
915,531,120,17,9,539,124
915,263,120,19,12,272,126
916,259,253,59,49,288,277
916,221,166,32,19,237,175
916,243,136,20,14,253,143
916,570,125,23,15,581,132
916,328,178,34,23,345,189
916,159,217,51,42,184,238
916,531,120,17,9,539,124
916,263,120,19,12,272,126
917,219,166,32,22,235,177
917,330,182,36,27,348,195
917,258,267,64,54,290,294
917,241,137,21,14,251,144
917,151,224,54,47,178,247
917,564,125,25,13,576,131
917,261,121,19,13,270,127
917,286,131,18,10,295,136
918,219,166,32,22,235,177
918,330,182,36,27,348,195
918,258,267,64,54,290,294
918,241,137,21,14,251,144
918,564,125,25,14,576,132
918,151,224,54,48,178,248
918,261,121,19,12,270,127
918,286,131,18,11,295,136
919,258,276,67,57,291,304
919,331,185,37,27,349,198
919,217,170,32,21,233,180
919,563,124,24,14,575,131
919,240,137,21,15,250,144
919,147,228,56,48,175,252
919,260,122,19,12,269,128
919,286,106,16,12,294,112
919,285,133,17,9,293,137
920,257,285,70,61,292,315
920,239,138,22,15,250,145
920,215,172,34,22,232,183
920,142,234,59,49,171,258
920,331,187,39,28,350,201
920,560,125,25,13,572,131
920,260,123,19,12,269,129
920,285,106,15,11,292,111
920,285,132,18,12,294,138
921,257,285,70,61,292,315
921,239,138,22,15,250,145
921,215,172,33,22,231,183
921,142,234,59,49,171,258
921,560,124,25,13,572,130
921,331,187,39,28,350,201
921,260,123,19,12,269,129
921,285,106,15,11,292,111
921,285,132,18,12,294,138
922,257,285,70,61,292,315
922,239,138,22,15,250,145
922,215,172,33,22,231,183
922,142,234,59,49,171,258
922,560,124,25,13,572,130
922,331,187,39,28,350,201
922,260,123,19,12,269,129
922,285,106,15,11,292,111
922,285,132,18,12,294,138
923,256,305,78,53,295,331
923,236,140,24,15,248,147
923,334,194,41,30,354,209
923,212,175,35,23,229,186
923,132,244,63,56,163,272
923,557,124,25,13,569,130
923,258,123,20,13,268,129
923,625,137,14,9,632,141
923,284,107,15,11,291,112
923,283,133,20,12,293,139
923,326,113,17,9,334,117
924,256,305,78,53,295,331
924,236,140,24,15,248,147
924,334,194,41,30,354,209
924,212,175,35,23,229,186
924,132,244,63,56,163,272
924,557,124,25,13,569,130
924,258,123,20,13,268,129
924,624,137,14,9,631,141
924,284,107,15,11,291,112
924,283,133,20,12,293,139
924,326,113,17,9,334,117
925,235,141,24,15,247,148
925,212,178,34,23,229,189
925,336,197,42,31,357,212
925,126,251,66,58,159,280
925,255,317,85,40,297,337
925,553,123,27,13,566,129
925,283,134,20,12,293,140
925,257,124,21,13,267,130
925,327,113,17,9,335,117
925,284,107,15,11,291,112
925,621,135,17,11,629,140
926,210,180,36,23,228,191
926,235,142,23,15,246,149
926,336,200,44,32,358,216
926,256,330,78,29,295,344
926,120,257,68,62,154,288
926,619,134,20,11,629,139
926,551,123,27,12,564,129
926,283,134,20,13,293,140
926,256,124,21,13,266,130
926,326,114,16,9,334,118
926,284,107,15,11,291,112
926,293,125,16,11,301,130
927,210,180,36,23,228,191
927,235,142,23,15,246,149
927,336,200,44,32,358,216
927,256,329,78,29,295,343
927,120,257,68,62,154,288
927,619,134,19,11,628,139
927,551,123,27,12,564,129
927,283,134,20,13,293,140
927,256,124,21,13,266,130
927,326,114,16,9,334,118
927,284,107,15,11,291,112
928,210,180,36,23,228,191
928,235,142,23,15,246,149
928,336,200,44,32,358,216
928,256,329,77,29,294,343
928,120,257,68,62,154,288
928,619,134,19,11,628,139
928,551,123,26,12,564,129
928,256,124,21,13,266,130
928,283,134,20,13,293,140
928,326,114,16,9,334,118
928,284,107,15,11,291,112
928,293,125,16,11,301,130
929,205,183,38,25,224,195
929,107,272,74,71,144,307
929,340,208,46,34,363,225
929,232,144,25,15,244,151
929,549,121,26,13,562,127
929,613,133,23,11,624,138
929,282,134,20,14,292,141
929,254,125,21,14,264,132
929,515,114,19,11,524,119
930,205,183,38,25,224,195
930,107,272,74,71,144,307
930,340,208,46,34,363,225
930,232,144,26,15,245,151
930,549,121,26,13,562,127
930,613,133,23,11,624,138
930,282,134,20,14,292,141
930,254,125,21,14,264,132
930,515,114,19,11,524,119
930,326,115,15,8,333,119
931,204,186,38,26,223,199
931,100,280,78,76,139,318
931,231,145,24,16,243,153
931,611,132,22,11,622,137
931,342,212,47,35,365,229
931,514,114,19,11,523,119
931,254,125,21,14,264,132
931,547,120,26,13,560,126
931,547,121,19,13,556,127
931,562,120,13,10,568,125
931,282,136,20,12,292,142
932,203,188,39,26,222,201
932,92,289,82,67,133,322
932,230,146,26,17,243,154
932,344,217,50,36,369,235
932,608,132,22,11,619,137
932,252,126,22,13,263,132
932,513,114,18,11,522,119
932,546,121,22,12,557,127
933,203,189,39,26,222,202
933,92,289,81,67,132,322
933,230,146,26,17,243,154
933,344,217,50,36,369,235
933,608,132,22,11,619,137
933,513,114,17,10,521,119
933,252,126,22,13,263,132
933,546,121,22,12,557,127
934,203,188,39,26,222,201
934,92,289,82,67,133,322
934,230,146,26,17,243,154
934,344,217,50,36,369,235
934,608,132,22,11,619,137
934,252,126,22,13,263,132
934,513,114,17,10,521,119
934,546,121,22,12,557,127
935,198,194,41,28,218,208
935,603,130,22,12,614,136
935,228,146,26,18,241,155
935,347,225,54,40,374,245
935,250,127,22,15,261,134
935,541,120,27,12,554,126
935,511,112,17,11,519,117
935,74,311,90,48,119,335
935,281,139,21,12,291,145
935,325,115,15,9,332,119
936,198,194,40,28,218,208
936,603,130,21,12,613,136
936,228,146,26,18,241,155
936,250,127,23,15,261,134
936,347,225,54,40,374,245
936,541,120,27,12,554,126
936,511,113,17,11,519,118
936,73,310,91,48,118,334
936,281,139,21,12,291,145
936,325,115,15,9,332,119
937,196,197,42,29,217,211
937,349,231,57,42,377,252
937,600,130,23,12,611,136
937,226,149,26,17,239,157
937,250,128,22,14,261,135
937,511,112,16,11,519,117
937,539,120,18,11,548,125
937,324,116,16,9,332,120
937,280,140,22,11,291,145
938,195,199,42,30,216,214
938,352,236,60,44,382,258
938,225,150,26,18,238,159
938,249,129,22,14,260,136
938,598,130,22,11,609,135
938,510,111,16,12,518,117
938,279,139,21,14,289,146
938,283,128,24,15,295,135
939,195,199,42,30,216,214
939,249,129,22,14,260,136
939,352,236,60,44,382,258
939,225,150,26,18,238,159
939,598,130,22,11,609,135
939,510,111,17,12,518,117
939,279,139,21,14,289,146
939,283,128,24,14,295,135
940,195,199,42,30,216,214
940,352,236,60,44,382,258
940,249,129,22,14,260,136
940,225,150,26,18,238,159
940,598,130,22,11,609,135
940,510,111,17,12,518,117
940,279,139,21,14,289,146
940,283,128,24,14,295,135
941,189,206,45,31,211,221
941,223,153,26,17,236,161
941,508,112,16,10,516,117
941,534,119,29,11,548,124
941,248,129,23,15,259,136
941,594,129,21,10,604,134
941,359,249,63,48,390,273
941,278,138,23,18,289,147
941,359,249,64,49,391,273
941,277,108,16,14,285,115
942,189,207,45,31,211,222
942,223,153,26,17,236,161
942,508,112,16,11,516,117
942,534,119,29,11,548,124
942,248,129,23,15,259,136
942,594,129,21,10,604,134
942,359,249,63,48,390,273
942,278,138,23,17,289,146
942,359,249,64,49,391,273
942,277,108,16,14,285,115
943,221,154,27,17,234,162
943,187,209,46,33,210,225
943,362,256,68,50,396,281
943,507,111,16,10,515,116
943,247,130,23,15,258,137
943,591,128,22,11,602,133
943,533,119,26,10,546,124
943,277,139,23,16,288,147
943,276,108,17,14,284,115
944,185,213,47,33,208,229
944,220,155,27,18,233,164
944,364,263,72,54,400,290
944,588,128,21,9,598,132
944,246,131,23,15,257,138
944,278,139,22,17,289,147
944,506,110,15,10,513,115
944,532,119,17,10,540,124
944,544,118,16,9,552,122
944,275,108,17,15,283,115
944,531,118,29,11,545,123
945,185,213,47,33,208,229
945,220,155,27,18,233,164
945,588,128,21,10,598,133
945,364,263,72,54,400,290
945,246,131,23,15,257,138
945,278,139,22,17,289,147
945,506,110,15,10,513,115
945,531,119,17,10,539,124
945,545,118,15,9,552,122
945,276,108,17,15,284,115
945,530,118,29,11,544,123
946,185,213,47,33,208,229
946,220,155,27,18,233,164
946,588,128,21,10,598,133
946,364,263,72,54,400,290
946,246,131,23,15,257,138
946,278,139,22,17,289,147
946,506,110,15,10,513,115
946,531,119,17,9,539,123
946,544,118,16,9,552,122
946,276,108,17,15,284,115
946,530,118,30,11,545,123
947,218,156,28,19,232,165
947,586,127,22,10,597,132
947,244,131,24,15,256,138
947,277,139,23,19,288,148
947,374,283,78,58,413,312
947,275,108,17,15,283,115
947,546,118,14,9,553,122
947,179,213,52,43,205,234
947,179,221,51,36,204,239
947,530,119,16,9,538,123
947,505,110,15,11,512,115
948,218,156,28,19,232,165
948,586,127,22,10,597,132
948,244,131,24,15,256,138
948,277,139,23,19,288,148
948,375,284,78,58,414,313
948,546,118,14,9,553,122
948,179,213,52,43,205,234
948,275,108,17,15,283,115
948,530,119,16,9,538,123
949,216,157,30,20,231,167
949,584,127,23,10,595,132
949,243,132,24,15,255,139
949,277,140,23,19,288,149
949,275,109,16,15,283,116
949,392,312,89,47,436,335
949,285,130,20,15,295,137
949,529,119,17,9,537,123
949,544,118,15,8,551,122
950,216,158,30,20,231,168
950,584,127,24,10,596,132
950,243,132,24,15,255,139
950,277,140,23,19,288,149
950,275,109,16,15,283,116
950,393,312,89,47,437,335
950,285,130,20,15,295,137
950,544,118,15,8,551,122
951,216,157,30,20,231,167
951,584,127,24,10,596,132
951,243,132,24,15,255,139
951,277,140,23,19,288,149
951,275,109,16,15,283,116
951,393,312,89,47,437,335
951,285,130,20,15,295,137
951,528,119,17,9,536,123
952,216,157,30,20,231,167
952,584,127,24,10,596,132
952,243,132,24,15,255,139
952,277,140,23,19,288,149
952,275,109,16,14,283,116
952,392,312,89,47,436,335
952,285,130,20,15,295,137
953,166,242,56,39,194,261
953,215,159,30,21,230,169
953,582,126,26,11,595,131
953,396,326,86,32,439,342
953,243,133,24,16,255,141
953,275,110,16,14,283,117
953,321,119,16,9,329,123
953,522,116,23,12,533,122
953,277,146,25,13,289,152
954,166,242,56,39,194,261
954,215,159,30,20,230,169
954,582,126,26,11,595,131
954,396,326,86,32,439,342
954,243,133,24,16,255,141
954,274,110,16,14,282,117
954,522,116,23,12,533,122
954,321,119,16,9,329,123
954,277,146,25,13,289,152
954,526,118,19,10,535,123
955,163,247,58,41,192,267
955,580,126,28,11,594,131
955,214,159,32,22,230,170
955,406,339,78,19,445,348
955,241,133,26,16,254,141
955,274,110,16,14,282,117
955,542,117,17,9,550,121
955,521,116,20,12,531,122
955,276,144,25,16,288,152
955,321,119,15,9,328,123
956,158,251,60,45,188,273
956,577,125,31,12,592,131
956,276,144,25,18,288,153
956,210,161,33,24,226,173
956,241,133,25,17,253,141
956,273,110,17,15,281,117
956,321,119,15,10,328,124
956,522,116,19,11,531,121
956,541,117,17,9,549,121
957,158,251,60,45,188,273
957,577,126,31,12,592,132
957,210,162,33,23,226,173
957,276,144,25,18,288,153
957,241,133,25,17,253,141
957,273,110,17,15,281,117
957,321,119,15,10,328,124
957,522,116,18,11,531,121
957,541,117,17,9,549,121
958,158,251,61,45,188,273
958,577,125,31,12,592,131
958,210,161,33,24,226,173
958,276,144,25,18,288,153
958,273,110,17,15,281,117
958,241,133,25,17,253,141
958,321,119,15,10,328,124
958,522,116,19,11,531,121
958,541,117,17,9,549,121
